n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size,chromatic_number_norm,clique_number_norm,max_independent_set_size_norm,domination_number_norm,min_clique_cover_size_norm,chromatic_to_clique_ratio,chromatic_to_max_independent_ratio,clique_to_max_independent_ratio,domination_to_clique_ratio,min_clique_cover_to_chromatic_ratio,n_bin_medium,n_bin_large
200,0,69,65,5,152,7,0.345,0.325,0.025,0.76,0.035,1.0615384615384615,13.8,13.0,2.3384615384615386,0.10144927536231885,True,False
25,0,15,10,4,22,5,0.6,0.4,0.16,0.88,0.2,1.5,3.75,2.5,2.2,0.3333333333333333,False,False
50,0,22,22,4,17,4,0.44,0.44,0.08,0.34,0.08,1.0,5.5,5.5,0.7727272727272727,0.18181818181818182,False,False
300,1,126,126,4,240,6,0.42,0.42,0.013333333333333334,0.8,0.02,1.0,31.5,31.5,1.9047619047619047,0.047619047619047616,True,False
250,0,106,91,5,241,6,0.424,0.364,0.02,0.964,0.024,1.164835164835165,21.2,18.2,2.6483516483516483,0.05660377358490566,True,False
200,1,76,74,4,67,5,0.38,0.37,0.02,0.335,0.025,1.027027027027027,19.0,18.5,0.9054054054054054,0.06578947368421052,True,False
100,0,41,32,3,76,5,0.41,0.32,0.03,0.76,0.05,1.28125,13.666666666666666,10.666666666666666,2.375,0.12195121951219512,False,False
150,1,72,52,4,99,5,0.48,0.3466666666666667,0.02666666666666667,0.66,0.03333333333333333,1.3846153846153846,18.0,13.0,1.9038461538461537,0.06944444444444445,True,False
100,0,44,44,3,49,5,0.44,0.44,0.03,0.49,0.05,1.0,14.666666666666666,14.666666666666666,1.1136363636363635,0.11363636363636363,False,False
150,1,74,69,4,118,6,0.49333333333333335,0.46,0.02666666666666667,0.7866666666666666,0.04,1.0724637681159421,18.5,17.25,1.710144927536232,0.08108108108108109,True,False
300,1,120,95,5,228,5,0.4,0.31666666666666665,0.016666666666666666,0.76,0.016666666666666666,1.263157894736842,24.0,19.0,2.4,0.041666666666666664,True,False
100,1,40,36,4,96,6,0.4,0.36,0.04,0.96,0.06,1.1111111111111112,10.0,9.0,2.6666666666666665,0.15,False,False
450,1,197,176,5,384,6,0.43777777777777777,0.39111111111111113,0.011111111111111112,0.8533333333333334,0.013333333333333334,1.1193181818181819,39.4,35.2,2.1818181818181817,0.030456852791878174,False,True
450,0,158,156,5,288,6,0.3511111111111111,0.3466666666666667,0.011111111111111112,0.64,0.013333333333333334,1.0128205128205128,31.6,31.2,1.8461538461538463,0.0379746835443038,False,True
25,1,10,10,3,4,3,0.4,0.4,0.12,0.16,0.12,1.0,3.3333333333333335,3.3333333333333335,0.4,0.3,False,False
25,0,11,7,4,22,5,0.44,0.28,0.16,0.88,0.2,1.5714285714285714,2.75,1.75,3.142857142857143,0.45454545454545453,False,False
350,0,131,126,6,349,8,0.3742857142857143,0.36,0.017142857142857144,0.9971428571428571,0.022857142857142857,1.0396825396825398,21.833333333333332,21.0,2.7698412698412698,0.061068702290076333,False,True
350,0,133,129,7,327,7,0.38,0.36857142857142855,0.02,0.9342857142857143,0.02,1.0310077519379846,19.0,18.428571428571427,2.5348837209302326,0.05263157894736842,False,True
200,1,78,71,3,79,5,0.39,0.355,0.015,0.395,0.025,1.0985915492957747,26.0,23.666666666666668,1.1126760563380282,0.0641025641025641,True,False
350,1,128,120,4,305,5,0.3657142857142857,0.34285714285714286,0.011428571428571429,0.8714285714285714,0.014285714285714285,1.0666666666666667,32.0,30.0,2.5416666666666665,0.0390625,False,True
50,1,28,24,3,34,4,0.56,0.48,0.06,0.68,0.08,1.1666666666666667,9.333333333333334,8.0,1.4166666666666667,0.14285714285714285,False,False
250,1,120,82,5,246,6,0.48,0.328,0.02,0.984,0.024,1.4634146341463414,24.0,16.4,3.0,0.05,True,False
250,1,101,92,4,193,6,0.404,0.368,0.016,0.772,0.024,1.0978260869565217,25.25,23.0,2.097826086956522,0.0594059405940594,True,False
450,1,191,162,4,364,5,0.42444444444444446,0.36,0.008888888888888889,0.8088888888888889,0.011111111111111112,1.1790123456790123,47.75,40.5,2.246913580246914,0.02617801047120419,False,True
150,1,70,60,4,70,5,0.4666666666666667,0.4,0.02666666666666667,0.4666666666666667,0.03333333333333333,1.1666666666666667,17.5,15.0,1.1666666666666667,0.07142857142857142,True,False
300,0,112,107,5,237,7,0.37333333333333335,0.3566666666666667,0.016666666666666666,0.79,0.023333333333333334,1.0467289719626167,22.4,21.4,2.2149532710280373,0.0625,True,False
50,0,22,18,5,34,6,0.44,0.36,0.1,0.68,0.12,1.2222222222222223,4.4,3.6,1.8888888888888888,0.2727272727272727,False,False
400,1,175,132,6,350,6,0.4375,0.33,0.015,0.875,0.015,1.3257575757575757,29.166666666666668,22.0,2.6515151515151514,0.03428571428571429,False,True
500,1,212,173,4,417,5,0.424,0.346,0.008,0.834,0.01,1.2254335260115607,53.0,43.25,2.4104046242774566,0.02358490566037736,False,True
400,1,171,153,4,346,6,0.4275,0.3825,0.01,0.865,0.015,1.1176470588235294,42.75,38.25,2.261437908496732,0.03508771929824561,False,True
450,0,176,156,6,368,7,0.39111111111111113,0.3466666666666667,0.013333333333333334,0.8177777777777778,0.015555555555555555,1.1282051282051282,29.333333333333332,26.0,2.358974358974359,0.03977272727272727,False,True
400,1,169,142,5,320,6,0.4225,0.355,0.0125,0.8,0.015,1.1901408450704225,33.8,28.4,2.2535211267605635,0.03550295857988166,False,True
200,0,75,58,5,139,6,0.375,0.29,0.025,0.695,0.03,1.293103448275862,15.0,11.6,2.396551724137931,0.08,True,False
200,0,84,63,5,154,7,0.42,0.315,0.025,0.77,0.035,1.3333333333333333,16.8,12.6,2.4444444444444446,0.08333333333333333,True,False
25,0,13,11,4,11,4,0.52,0.44,0.16,0.44,0.16,1.1818181818181819,3.25,2.75,1.0,0.3076923076923077,False,False
450,1,191,172,6,441,6,0.42444444444444446,0.38222222222222224,0.013333333333333334,0.98,0.013333333333333334,1.1104651162790697,31.833333333333332,28.666666666666668,2.563953488372093,0.031413612565445025,False,True
150,1,62,50,5,132,5,0.41333333333333333,0.3333333333333333,0.03333333333333333,0.88,0.03333333333333333,1.24,12.4,10.0,2.64,0.08064516129032258,True,False
300,1,131,116,4,247,5,0.43666666666666665,0.38666666666666666,0.013333333333333334,0.8233333333333334,0.016666666666666666,1.1293103448275863,32.75,29.0,2.1293103448275863,0.03816793893129771,True,False
200,1,92,91,4,186,6,0.46,0.455,0.02,0.93,0.03,1.010989010989011,23.0,22.75,2.043956043956044,0.06521739130434782,True,False
450,1,210,159,3,326,5,0.4666666666666667,0.35333333333333333,0.006666666666666667,0.7244444444444444,0.011111111111111112,1.320754716981132,70.0,53.0,2.050314465408805,0.023809523809523808,False,True
350,0,142,129,6,335,7,0.4057142857142857,0.36857142857142855,0.017142857142857144,0.9571428571428572,0.02,1.1007751937984496,23.666666666666668,21.5,2.5968992248062017,0.04929577464788732,False,True
25,1,17,10,3,16,3,0.68,0.4,0.12,0.64,0.12,1.7,5.666666666666667,3.3333333333333335,1.6,0.17647058823529413,False,False
300,1,122,96,4,259,6,0.4066666666666667,0.32,0.013333333333333334,0.8633333333333333,0.02,1.2708333333333333,30.5,24.0,2.6979166666666665,0.04918032786885246,True,False
250,0,102,94,4,173,6,0.408,0.376,0.016,0.692,0.024,1.0851063829787233,25.5,23.5,1.8404255319148937,0.058823529411764705,True,False
100,1,48,40,4,44,5,0.48,0.4,0.04,0.44,0.05,1.2,12.0,10.0,1.1,0.10416666666666667,False,False
100,1,43,36,4,79,5,0.43,0.36,0.04,0.79,0.05,1.1944444444444444,10.75,9.0,2.1944444444444446,0.11627906976744186,False,False
450,0,165,153,7,445,8,0.36666666666666664,0.34,0.015555555555555555,0.9888888888888889,0.017777777777777778,1.0784313725490196,23.571428571428573,21.857142857142858,2.9084967320261437,0.048484848484848485,False,True
450,0,151,150,5,358,7,0.33555555555555555,0.3333333333333333,0.011111111111111112,0.7955555555555556,0.015555555555555555,1.0066666666666666,30.2,30.0,2.3866666666666667,0.046357615894039736,False,True
400,1,190,152,5,339,6,0.475,0.38,0.0125,0.8475,0.015,1.25,38.0,30.4,2.2302631578947367,0.031578947368421054,False,True
200,1,87,63,4,145,5,0.435,0.315,0.02,0.725,0.025,1.380952380952381,21.75,15.75,2.3015873015873014,0.05747126436781609,True,False
500,0,200,172,6,459,7,0.4,0.344,0.012,0.918,0.014,1.1627906976744187,33.333333333333336,28.666666666666668,2.6686046511627906,0.035,False,True
300,1,119,115,5,258,6,0.39666666666666667,0.38333333333333336,0.016666666666666666,0.86,0.02,1.0347826086956522,23.8,23.0,2.243478260869565,0.05042016806722689,True,False
200,0,67,59,5,171,7,0.335,0.295,0.025,0.855,0.035,1.1355932203389831,13.4,11.8,2.8983050847457625,0.1044776119402985,True,False
350,0,124,120,5,249,7,0.35428571428571426,0.34285714285714286,0.014285714285714285,0.7114285714285714,0.02,1.0333333333333334,24.8,24.0,2.075,0.056451612903225805,False,True
200,0,81,72,5,195,7,0.405,0.36,0.025,0.975,0.035,1.125,16.2,14.4,2.7083333333333335,0.08641975308641975,True,False
250,0,93,91,5,178,7,0.372,0.364,0.02,0.712,0.028,1.021978021978022,18.6,18.2,1.956043956043956,0.07526881720430108,True,False
50,1,25,19,4,43,5,0.5,0.38,0.08,0.86,0.1,1.3157894736842106,6.25,4.75,2.263157894736842,0.2,False,False
200,1,87,77,4,166,5,0.435,0.385,0.02,0.83,0.025,1.12987012987013,21.75,19.25,2.155844155844156,0.05747126436781609,True,False
50,1,20,17,5,37,5,0.4,0.34,0.1,0.74,0.1,1.1764705882352942,4.0,3.4,2.176470588235294,0.25,False,False
350,1,146,139,5,277,5,0.41714285714285715,0.39714285714285713,0.014285714285714285,0.7914285714285715,0.014285714285714285,1.0503597122302157,29.2,27.8,1.9928057553956835,0.03424657534246575,False,True
100,1,53,39,4,50,5,0.53,0.39,0.04,0.5,0.05,1.358974358974359,13.25,9.75,1.2820512820512822,0.09433962264150944,False,False
300,1,139,114,5,277,6,0.4633333333333333,0.38,0.016666666666666666,0.9233333333333333,0.02,1.219298245614035,27.8,22.8,2.4298245614035086,0.04316546762589928,True,False
400,1,179,156,6,396,6,0.4475,0.39,0.015,0.99,0.015,1.1474358974358974,29.833333333333332,26.0,2.5384615384615383,0.0335195530726257,False,True
350,0,138,121,4,240,6,0.3942857142857143,0.3457142857142857,0.011428571428571429,0.6857142857142857,0.017142857142857144,1.140495867768595,34.5,30.25,1.9834710743801653,0.043478260869565216,False,True
50,1,24,18,2,22,4,0.48,0.36,0.04,0.44,0.08,1.3333333333333333,12.0,9.0,1.2222222222222223,0.16666666666666666,False,False
50,0,24,19,3,31,4,0.48,0.38,0.06,0.62,0.08,1.263157894736842,8.0,6.333333333333333,1.631578947368421,0.16666666666666666,False,False
400,0,150,119,7,369,7,0.375,0.2975,0.0175,0.9225,0.0175,1.2605042016806722,21.428571428571427,17.0,3.100840336134454,0.04666666666666667,False,True
250,0,90,84,5,177,6,0.36,0.336,0.02,0.708,0.024,1.0714285714285714,18.0,16.8,2.107142857142857,0.06666666666666667,True,False
300,1,126,93,4,219,6,0.42,0.31,0.013333333333333334,0.73,0.02,1.3548387096774193,31.5,23.25,2.3548387096774195,0.047619047619047616,True,False
100,1,45,39,4,65,5,0.45,0.39,0.04,0.65,0.05,1.1538461538461537,11.25,9.75,1.6666666666666667,0.1111111111111111,False,False
500,0,177,151,5,406,7,0.354,0.302,0.01,0.812,0.014,1.1721854304635762,35.4,30.2,2.6887417218543046,0.03954802259887006,False,True
25,0,12,9,4,18,4,0.48,0.36,0.16,0.72,0.16,1.3333333333333333,3.0,2.25,2.0,0.3333333333333333,False,False
400,1,167,143,4,263,5,0.4175,0.3575,0.01,0.6575,0.0125,1.167832167832168,41.75,35.75,1.8391608391608392,0.029940119760479042,False,True
250,0,88,77,5,207,6,0.352,0.308,0.02,0.828,0.024,1.1428571428571428,17.6,15.4,2.688311688311688,0.06818181818181818,True,False
200,1,95,77,5,158,6,0.475,0.385,0.025,0.79,0.03,1.2337662337662338,19.0,15.4,2.051948051948052,0.06315789473684211,True,False
400,0,141,109,6,305,7,0.3525,0.2725,0.015,0.7625,0.0175,1.2935779816513762,23.5,18.166666666666668,2.7981651376146788,0.04964539007092199,False,True
50,0,27,16,5,45,5,0.54,0.32,0.1,0.9,0.1,1.6875,5.4,3.2,2.8125,0.18518518518518517,False,False
150,1,66,48,4,86,5,0.44,0.32,0.02666666666666667,0.5733333333333334,0.03333333333333333,1.375,16.5,12.0,1.7916666666666667,0.07575757575757576,True,False
200,1,77,66,4,151,5,0.385,0.33,0.02,0.755,0.025,1.1666666666666667,19.25,16.5,2.287878787878788,0.06493506493506493,True,False
400,1,182,148,4,353,6,0.455,0.37,0.01,0.8825,0.015,1.2297297297297298,45.5,37.0,2.385135135135135,0.03296703296703297,False,True
300,1,133,131,6,256,6,0.44333333333333336,0.43666666666666665,0.02,0.8533333333333334,0.02,1.015267175572519,22.166666666666668,21.833333333333332,1.9541984732824427,0.045112781954887216,True,False
300,1,135,111,4,261,6,0.45,0.37,0.013333333333333334,0.87,0.02,1.2162162162162162,33.75,27.75,2.3513513513513513,0.044444444444444446,True,False
250,0,91,89,6,192,7,0.364,0.356,0.024,0.768,0.028,1.0224719101123596,15.166666666666666,14.833333333333334,2.157303370786517,0.07692307692307693,True,False
400,0,147,111,6,331,7,0.3675,0.2775,0.015,0.8275,0.0175,1.3243243243243243,24.5,18.5,2.981981981981982,0.047619047619047616,False,True
300,0,102,89,5,239,7,0.34,0.2966666666666667,0.016666666666666666,0.7966666666666666,0.023333333333333334,1.146067415730337,20.4,17.8,2.6853932584269664,0.06862745098039216,True,False
250,1,106,87,4,211,6,0.424,0.348,0.016,0.844,0.024,1.2183908045977012,26.5,21.75,2.425287356321839,0.05660377358490566,True,False
400,0,154,143,4,307,6,0.385,0.3575,0.01,0.7675,0.015,1.0769230769230769,38.5,35.75,2.1468531468531467,0.03896103896103896,False,True
100,0,40,36,5,84,6,0.4,0.36,0.05,0.84,0.06,1.1111111111111112,8.0,7.2,2.3333333333333335,0.15,False,False
350,1,152,135,5,288,6,0.4342857142857143,0.38571428571428573,0.014285714285714285,0.8228571428571428,0.017142857142857144,1.125925925925926,30.4,27.0,2.1333333333333333,0.039473684210526314,False,True
500,0,201,173,5,429,7,0.402,0.346,0.01,0.858,0.014,1.1618497109826589,40.2,34.6,2.479768786127168,0.03482587064676617,False,True
50,0,19,18,5,32,6,0.38,0.36,0.1,0.64,0.12,1.0555555555555556,3.8,3.6,1.7777777777777777,0.3157894736842105,False,False
500,1,225,198,5,427,6,0.45,0.396,0.01,0.854,0.012,1.1363636363636365,45.0,39.6,2.1565656565656566,0.02666666666666667,False,True
100,1,40,29,4,77,5,0.4,0.29,0.04,0.77,0.05,1.3793103448275863,10.0,7.25,2.6551724137931036,0.125,False,False
450,1,199,165,6,406,7,0.44222222222222224,0.36666666666666664,0.013333333333333334,0.9022222222222223,0.015555555555555555,1.206060606060606,33.166666666666664,27.5,2.4606060606060605,0.035175879396984924,False,True
25,1,10,8,3,8,4,0.4,0.32,0.12,0.32,0.16,1.25,3.3333333333333335,2.6666666666666665,1.0,0.4,False,False
300,1,134,91,5,256,6,0.44666666666666666,0.30333333333333334,0.016666666666666666,0.8533333333333334,0.02,1.4725274725274726,26.8,18.2,2.8131868131868134,0.04477611940298507,True,False
300,0,105,90,6,229,6,0.35,0.3,0.02,0.7633333333333333,0.02,1.1666666666666667,17.5,15.0,2.5444444444444443,0.05714285714285714,True,False
150,0,53,47,5,135,6,0.35333333333333333,0.31333333333333335,0.03333333333333333,0.9,0.04,1.127659574468085,10.6,9.4,2.872340425531915,0.11320754716981132,True,False
200,0,73,58,6,196,7,0.365,0.29,0.03,0.98,0.035,1.2586206896551724,12.166666666666666,9.666666666666666,3.3793103448275863,0.0958904109589041,True,False
500,1,228,203,4,437,5,0.456,0.406,0.008,0.874,0.01,1.1231527093596059,57.0,50.75,2.1527093596059115,0.021929824561403508,False,True
100,1,41,41,3,72,5,0.41,0.41,0.03,0.72,0.05,1.0,13.666666666666666,13.666666666666666,1.7560975609756098,0.12195121951219512,False,False
500,1,226,213,4,415,6,0.452,0.426,0.008,0.83,0.012,1.0610328638497653,56.5,53.25,1.948356807511737,0.02654867256637168,False,True
100,0,39,31,4,71,5,0.39,0.31,0.04,0.71,0.05,1.2580645161290323,9.75,7.75,2.2903225806451615,0.1282051282051282,False,False
200,1,80,68,4,108,5,0.4,0.34,0.02,0.54,0.025,1.1764705882352942,20.0,17.0,1.588235294117647,0.0625,True,False
150,0,58,53,4,134,6,0.38666666666666666,0.35333333333333333,0.02666666666666667,0.8933333333333333,0.04,1.0943396226415094,14.5,13.25,2.5283018867924527,0.10344827586206896,True,False
450,0,165,119,6,335,7,0.36666666666666664,0.2644444444444444,0.013333333333333334,0.7444444444444445,0.015555555555555555,1.3865546218487395,27.5,19.833333333333332,2.8151260504201683,0.04242424242424243,False,True
300,0,119,116,5,226,7,0.39666666666666667,0.38666666666666666,0.016666666666666666,0.7533333333333333,0.023333333333333334,1.0258620689655173,23.8,23.2,1.9482758620689655,0.058823529411764705,True,False
300,1,137,107,4,291,6,0.45666666666666667,0.3566666666666667,0.013333333333333334,0.97,0.02,1.280373831775701,34.25,26.75,2.7196261682242993,0.043795620437956206,True,False
50,0,23,17,4,49,5,0.46,0.34,0.08,0.98,0.1,1.3529411764705883,5.75,4.25,2.8823529411764706,0.21739130434782608,False,False
100,0,38,31,6,71,7,0.38,0.31,0.06,0.71,0.07,1.2258064516129032,6.333333333333333,5.166666666666667,2.2903225806451615,0.18421052631578946,False,False
400,1,175,138,4,164,5,0.4375,0.345,0.01,0.41,0.0125,1.2681159420289856,43.75,34.5,1.1884057971014492,0.02857142857142857,False,True
300,1,132,97,5,249,6,0.44,0.3233333333333333,0.016666666666666666,0.83,0.02,1.3608247422680413,26.4,19.4,2.5670103092783507,0.045454545454545456,True,False
350,1,165,135,5,312,6,0.4714285714285714,0.38571428571428573,0.014285714285714285,0.8914285714285715,0.017142857142857144,1.2222222222222223,33.0,27.0,2.311111111111111,0.03636363636363636,False,True
450,0,152,139,6,371,6,0.3377777777777778,0.3088888888888889,0.013333333333333334,0.8244444444444444,0.013333333333333334,1.0935251798561152,25.333333333333332,23.166666666666668,2.6690647482014387,0.039473684210526314,False,True
350,0,124,105,5,339,7,0.35428571428571426,0.3,0.014285714285714285,0.9685714285714285,0.02,1.180952380952381,24.8,21.0,3.2285714285714286,0.056451612903225805,False,True
300,0,116,93,5,267,7,0.38666666666666666,0.31,0.016666666666666666,0.89,0.023333333333333334,1.2473118279569892,23.2,18.6,2.870967741935484,0.0603448275862069,True,False
25,1,11,11,3,6,3,0.44,0.44,0.12,0.24,0.12,1.0,3.6666666666666665,3.6666666666666665,0.5454545454545454,0.2727272727272727,False,False
350,0,133,105,6,296,7,0.38,0.3,0.017142857142857144,0.8457142857142858,0.02,1.2666666666666666,22.166666666666668,17.5,2.8190476190476192,0.05263157894736842,False,True
25,1,11,7,3,10,4,0.44,0.28,0.12,0.4,0.16,1.5714285714285714,3.6666666666666665,2.3333333333333335,1.4285714285714286,0.36363636363636365,False,False
25,1,13,10,3,7,3,0.52,0.4,0.12,0.28,0.12,1.3,4.333333333333333,3.3333333333333335,0.7,0.23076923076923078,False,False
250,1,112,99,4,200,5,0.448,0.396,0.016,0.8,0.02,1.1313131313131313,28.0,24.75,2.0202020202020203,0.044642857142857144,True,False
50,1,21,21,4,25,5,0.42,0.42,0.08,0.5,0.1,1.0,5.25,5.25,1.1904761904761905,0.23809523809523808,False,False
100,0,38,35,5,63,6,0.38,0.35,0.05,0.63,0.06,1.0857142857142856,7.6,7.0,1.8,0.15789473684210525,False,False
50,1,25,16,3,22,4,0.5,0.32,0.06,0.44,0.08,1.5625,8.333333333333334,5.333333333333333,1.375,0.16,False,False
400,1,190,124,5,338,6,0.475,0.31,0.0125,0.845,0.015,1.532258064516129,38.0,24.8,2.725806451612903,0.031578947368421054,False,True
50,0,26,26,4,19,5,0.52,0.52,0.08,0.38,0.1,1.0,6.5,6.5,0.7307692307692307,0.19230769230769232,False,False
100,1,49,39,4,70,5,0.49,0.39,0.04,0.7,0.05,1.2564102564102564,12.25,9.75,1.794871794871795,0.10204081632653061,False,False
25,0,9,8,3,6,4,0.36,0.32,0.12,0.24,0.16,1.125,3.0,2.6666666666666665,0.75,0.4444444444444444,False,False
500,1,218,181,5,413,6,0.436,0.362,0.01,0.826,0.012,1.2044198895027625,43.6,36.2,2.281767955801105,0.027522935779816515,False,True
25,1,13,12,4,20,5,0.52,0.48,0.16,0.8,0.2,1.0833333333333333,3.25,3.0,1.6666666666666667,0.38461538461538464,False,False
50,0,20,14,5,45,6,0.4,0.28,0.1,0.9,0.12,1.4285714285714286,4.0,2.8,3.2142857142857144,0.3,False,False
150,0,61,55,6,116,7,0.4066666666666667,0.36666666666666664,0.04,0.7733333333333333,0.04666666666666667,1.1090909090909091,10.166666666666666,9.166666666666666,2.109090909090909,0.11475409836065574,True,False
450,0,180,175,6,423,8,0.4,0.3888888888888889,0.013333333333333334,0.94,0.017777777777777778,1.0285714285714285,30.0,29.166666666666668,2.4171428571428573,0.044444444444444446,False,True
200,0,82,81,5,195,7,0.41,0.405,0.025,0.975,0.035,1.0123456790123457,16.4,16.2,2.4074074074074074,0.08536585365853659,True,False
400,1,173,149,4,163,5,0.4325,0.3725,0.01,0.4075,0.0125,1.1610738255033557,43.25,37.25,1.0939597315436242,0.028901734104046242,False,True
150,0,60,45,4,111,6,0.4,0.3,0.02666666666666667,0.74,0.04,1.3333333333333333,15.0,11.25,2.466666666666667,0.1,True,False
150,1,71,61,5,127,5,0.47333333333333333,0.4066666666666667,0.03333333333333333,0.8466666666666667,0.03333333333333333,1.1639344262295082,14.2,12.2,2.081967213114754,0.07042253521126761,True,False
300,0,105,93,5,271,7,0.35,0.31,0.016666666666666666,0.9033333333333333,0.023333333333333334,1.1290322580645162,21.0,18.6,2.913978494623656,0.06666666666666667,True,False
500,1,219,181,5,407,6,0.438,0.362,0.01,0.814,0.012,1.2099447513812154,43.8,36.2,2.248618784530387,0.0273972602739726,False,True
450,0,162,159,5,375,7,0.36,0.35333333333333333,0.011111111111111112,0.8333333333333334,0.015555555555555555,1.0188679245283019,32.4,31.8,2.358490566037736,0.043209876543209874,False,True
50,0,24,14,4,42,6,0.48,0.28,0.08,0.84,0.12,1.7142857142857142,6.0,3.5,3.0,0.25,False,False
250,0,92,85,6,246,7,0.368,0.34,0.024,0.984,0.028,1.0823529411764705,15.333333333333334,14.166666666666666,2.8941176470588235,0.07608695652173914,True,False
25,1,10,10,3,8,3,0.4,0.4,0.12,0.32,0.12,1.0,3.3333333333333335,3.3333333333333335,0.8,0.3,False,False
300,0,105,100,6,252,6,0.35,0.3333333333333333,0.02,0.84,0.02,1.05,17.5,16.666666666666668,2.52,0.05714285714285714,True,False
350,1,148,124,5,276,6,0.4228571428571429,0.35428571428571426,0.014285714285714285,0.7885714285714286,0.017142857142857144,1.1935483870967742,29.6,24.8,2.225806451612903,0.04054054054054054,False,True
100,0,41,37,4,70,5,0.41,0.37,0.04,0.7,0.05,1.1081081081081081,10.25,9.25,1.8918918918918919,0.12195121951219512,False,False
450,0,164,157,5,360,7,0.36444444444444446,0.3488888888888889,0.011111111111111112,0.8,0.015555555555555555,1.0445859872611465,32.8,31.4,2.2929936305732483,0.042682926829268296,False,True
350,0,137,96,6,262,7,0.3914285714285714,0.2742857142857143,0.017142857142857144,0.7485714285714286,0.02,1.4270833333333333,22.833333333333332,16.0,2.7291666666666665,0.051094890510948905,False,True
400,1,185,165,5,353,6,0.4625,0.4125,0.0125,0.8825,0.015,1.121212121212121,37.0,33.0,2.139393939393939,0.032432432432432434,False,True
250,1,125,95,4,219,5,0.5,0.38,0.016,0.876,0.02,1.3157894736842106,31.25,23.75,2.305263157894737,0.04,True,False
400,1,170,150,5,335,6,0.425,0.375,0.0125,0.8375,0.015,1.1333333333333333,34.0,30.0,2.2333333333333334,0.03529411764705882,False,True
100,1,53,41,5,96,6,0.53,0.41,0.05,0.96,0.06,1.2926829268292683,10.6,8.2,2.341463414634146,0.11320754716981132,False,False
250,1,104,99,4,205,5,0.416,0.396,0.016,0.82,0.02,1.0505050505050506,26.0,24.75,2.0707070707070705,0.04807692307692308,True,False
450,1,216,198,4,392,5,0.48,0.44,0.008888888888888889,0.8711111111111111,0.011111111111111112,1.0909090909090908,54.0,49.5,1.97979797979798,0.023148148148148147,False,True
400,0,134,124,6,378,8,0.335,0.31,0.015,0.945,0.02,1.0806451612903225,22.333333333333332,20.666666666666668,3.0483870967741935,0.05970149253731343,False,True
50,1,24,16,4,35,5,0.48,0.32,0.08,0.7,0.1,1.5,6.0,4.0,2.1875,0.20833333333333334,False,False
350,0,132,109,5,283,7,0.37714285714285717,0.31142857142857144,0.014285714285714285,0.8085714285714286,0.02,1.2110091743119267,26.4,21.8,2.596330275229358,0.05303030303030303,False,True
150,0,59,51,4,96,6,0.3933333333333333,0.34,0.02666666666666667,0.64,0.04,1.1568627450980393,14.75,12.75,1.8823529411764706,0.1016949152542373,True,False
50,1,25,16,4,38,5,0.5,0.32,0.08,0.76,0.1,1.5625,6.25,4.0,2.375,0.2,False,False
300,1,119,98,4,208,5,0.39666666666666667,0.32666666666666666,0.013333333333333334,0.6933333333333334,0.016666666666666666,1.2142857142857142,29.75,24.5,2.122448979591837,0.04201680672268908,True,False
200,0,81,70,5,139,7,0.405,0.35,0.025,0.695,0.035,1.1571428571428573,16.2,14.0,1.9857142857142858,0.08641975308641975,True,False
200,1,86,81,4,171,6,0.43,0.405,0.02,0.855,0.03,1.0617283950617284,21.5,20.25,2.111111111111111,0.06976744186046512,True,False
350,0,122,105,6,333,7,0.3485714285714286,0.3,0.017142857142857144,0.9514285714285714,0.02,1.161904761904762,20.333333333333332,17.5,3.1714285714285713,0.05737704918032787,False,True
25,1,12,10,3,8,4,0.48,0.4,0.12,0.32,0.16,1.2,4.0,3.3333333333333335,0.8,0.3333333333333333,False,False
350,0,130,114,5,280,7,0.37142857142857144,0.32571428571428573,0.014285714285714285,0.8,0.02,1.1403508771929824,26.0,22.8,2.456140350877193,0.05384615384615385,False,True
250,1,106,95,4,122,5,0.424,0.38,0.016,0.488,0.02,1.1157894736842104,26.5,23.75,1.2842105263157895,0.04716981132075472,True,False
350,1,157,144,5,292,6,0.44857142857142857,0.4114285714285714,0.014285714285714285,0.8342857142857143,0.017142857142857144,1.0902777777777777,31.4,28.8,2.0277777777777777,0.03821656050955414,False,True
450,0,152,146,5,340,6,0.3377777777777778,0.3244444444444444,0.011111111111111112,0.7555555555555555,0.013333333333333334,1.0410958904109588,30.4,29.2,2.328767123287671,0.039473684210526314,False,True
350,0,125,114,6,340,7,0.35714285714285715,0.32571428571428573,0.017142857142857144,0.9714285714285714,0.02,1.0964912280701755,20.833333333333332,19.0,2.982456140350877,0.056,False,True
50,0,20,17,4,27,5,0.4,0.34,0.08,0.54,0.1,1.1764705882352942,5.0,4.25,1.588235294117647,0.25,False,False
100,0,40,31,5,67,6,0.4,0.31,0.05,0.67,0.06,1.2903225806451613,8.0,6.2,2.161290322580645,0.15,False,False
400,1,181,123,5,309,6,0.4525,0.3075,0.0125,0.7725,0.015,1.4715447154471544,36.2,24.6,2.5121951219512195,0.03314917127071823,False,True
350,1,148,129,4,263,5,0.4228571428571429,0.36857142857142855,0.011428571428571429,0.7514285714285714,0.014285714285714285,1.1472868217054264,37.0,32.25,2.0387596899224807,0.033783783783783786,False,True
300,1,134,120,5,247,6,0.44666666666666666,0.4,0.016666666666666666,0.8233333333333334,0.02,1.1166666666666667,26.8,24.0,2.058333333333333,0.04477611940298507,True,False
