n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size,chromatic_number_norm,clique_number_norm,max_independent_set_size_norm,domination_number_norm,min_clique_cover_size_norm,chromatic_to_clique_ratio,chromatic_to_max_independent_ratio,clique_to_max_independent_ratio,domination_to_clique_ratio,min_clique_cover_to_chromatic_ratio,n_bin_medium,n_bin_large
200,0,76,67,4,161,6,0.38,0.335,0.02,0.805,0.03,1.1343283582089552,19.0,16.75,2.4029850746268657,0.07894736842105263,True,False
350,0,121,97,5,331,7,0.3457142857142857,0.27714285714285714,0.014285714285714285,0.9457142857142857,0.02,1.2474226804123711,24.2,19.4,3.4123711340206184,0.05785123966942149,False,True
450,1,205,175,6,385,7,0.45555555555555555,0.3888888888888889,0.013333333333333334,0.8555555555555555,0.015555555555555555,1.1714285714285715,34.166666666666664,29.166666666666668,2.2,0.03414634146341464,False,True
350,1,141,126,5,292,6,0.40285714285714286,0.36,0.014285714285714285,0.8342857142857143,0.017142857142857144,1.119047619047619,28.2,25.2,2.3174603174603177,0.0425531914893617,False,True
200,0,79,70,5,130,6,0.395,0.35,0.025,0.65,0.03,1.1285714285714286,15.8,14.0,1.8571428571428572,0.0759493670886076,True,False
500,0,202,186,5,363,6,0.404,0.372,0.01,0.726,0.012,1.086021505376344,40.4,37.2,1.9516129032258065,0.0297029702970297,False,True
500,0,183,140,6,445,7,0.366,0.28,0.012,0.89,0.014,1.3071428571428572,30.5,23.333333333333332,3.1785714285714284,0.03825136612021858,False,True
100,0,33,29,4,71,6,0.33,0.29,0.04,0.71,0.06,1.1379310344827587,8.25,7.25,2.4482758620689653,0.18181818181818182,False,False
150,0,51,41,5,75,6,0.34,0.2733333333333333,0.03333333333333333,0.5,0.04,1.2439024390243902,10.2,8.2,1.829268292682927,0.11764705882352941,True,False
300,1,143,121,4,280,6,0.4766666666666667,0.4033333333333333,0.013333333333333334,0.9333333333333333,0.02,1.1818181818181819,35.75,30.25,2.3140495867768593,0.04195804195804196,True,False
300,1,140,115,4,202,5,0.4666666666666667,0.38333333333333336,0.013333333333333334,0.6733333333333333,0.016666666666666666,1.2173913043478262,35.0,28.75,1.7565217391304349,0.03571428571428571,True,False
50,0,22,19,4,46,5,0.44,0.38,0.08,0.92,0.1,1.1578947368421053,5.5,4.75,2.4210526315789473,0.22727272727272727,False,False
350,1,168,118,5,284,6,0.48,0.33714285714285713,0.014285714285714285,0.8114285714285714,0.017142857142857144,1.423728813559322,33.6,23.6,2.406779661016949,0.03571428571428571,False,True
500,0,181,168,5,480,7,0.362,0.336,0.01,0.96,0.014,1.0773809523809523,36.2,33.6,2.857142857142857,0.03867403314917127,False,True
25,1,15,15,3,11,4,0.6,0.6,0.12,0.44,0.16,1.0,5.0,5.0,0.7333333333333333,0.26666666666666666,False,False
500,1,219,216,5,386,5,0.438,0.432,0.01,0.772,0.01,1.0138888888888888,43.8,43.2,1.787037037037037,0.0228310502283105,False,True
400,0,156,118,5,320,7,0.39,0.295,0.0125,0.8,0.0175,1.3220338983050848,31.2,23.6,2.711864406779661,0.04487179487179487,False,True
50,0,24,21,3,26,4,0.48,0.42,0.06,0.52,0.08,1.1428571428571428,8.0,7.0,1.2380952380952381,0.16666666666666666,False,False
50,1,22,22,4,44,5,0.44,0.44,0.08,0.88,0.1,1.0,5.5,5.5,2.0,0.22727272727272727,False,False
300,1,130,104,4,221,5,0.43333333333333335,0.3466666666666667,0.013333333333333334,0.7366666666666667,0.016666666666666666,1.25,32.5,26.0,2.125,0.038461538461538464,True,False
100,1,49,38,4,93,5,0.49,0.38,0.04,0.93,0.05,1.2894736842105263,12.25,9.5,2.4473684210526314,0.10204081632653061,False,False
400,0,152,145,6,383,8,0.38,0.3625,0.015,0.9575,0.02,1.0482758620689656,25.333333333333332,24.166666666666668,2.6413793103448278,0.05263157894736842,False,True
200,0,73,66,5,110,6,0.365,0.33,0.025,0.55,0.03,1.106060606060606,14.6,13.2,1.6666666666666667,0.0821917808219178,True,False
50,1,23,22,3,25,4,0.46,0.44,0.06,0.5,0.08,1.0454545454545454,7.666666666666667,7.333333333333333,1.1363636363636365,0.17391304347826086,False,False
200,0,68,66,6,156,7,0.34,0.33,0.03,0.78,0.035,1.0303030303030303,11.333333333333334,11.0,2.3636363636363638,0.10294117647058823,True,False
25,1,13,9,3,9,4,0.52,0.36,0.12,0.36,0.16,1.4444444444444444,4.333333333333333,3.0,1.0,0.3076923076923077,False,False
450,0,179,161,5,355,7,0.3977777777777778,0.35777777777777775,0.011111111111111112,0.7888888888888889,0.015555555555555555,1.1118012422360248,35.8,32.2,2.2049689440993787,0.03910614525139665,False,True
500,1,208,172,5,415,6,0.416,0.344,0.01,0.83,0.012,1.2093023255813953,41.6,34.4,2.4127906976744184,0.028846153846153848,False,True
350,1,149,129,6,286,6,0.4257142857142857,0.36857142857142855,0.017142857142857144,0.8171428571428572,0.017142857142857144,1.1550387596899225,24.833333333333332,21.5,2.2170542635658914,0.040268456375838924,False,True
300,0,115,110,6,249,6,0.38333333333333336,0.36666666666666664,0.02,0.83,0.02,1.0454545454545454,19.166666666666668,18.333333333333332,2.2636363636363637,0.05217391304347826,True,False
500,0,203,165,5,388,7,0.406,0.33,0.01,0.776,0.014,1.2303030303030302,40.6,33.0,2.3515151515151516,0.034482758620689655,False,True
300,1,131,102,4,244,5,0.43666666666666665,0.34,0.013333333333333334,0.8133333333333334,0.016666666666666666,1.2843137254901962,32.75,25.5,2.392156862745098,0.03816793893129771,True,False
150,1,61,58,3,61,5,0.4066666666666667,0.38666666666666666,0.02,0.4066666666666667,0.03333333333333333,1.0517241379310345,20.333333333333332,19.333333333333332,1.0517241379310345,0.08196721311475409,True,False
250,1,113,87,4,101,5,0.452,0.348,0.016,0.404,0.02,1.2988505747126438,28.25,21.75,1.160919540229885,0.04424778761061947,True,False
100,1,45,35,3,47,4,0.45,0.35,0.03,0.47,0.04,1.2857142857142858,15.0,11.666666666666666,1.3428571428571427,0.08888888888888889,False,False
200,1,86,71,4,153,5,0.43,0.355,0.02,0.765,0.025,1.2112676056338028,21.5,17.75,2.1549295774647885,0.05813953488372093,True,False
25,1,16,16,2,13,3,0.64,0.64,0.08,0.52,0.12,1.0,8.0,8.0,0.8125,0.1875,False,False
450,1,189,174,5,409,7,0.42,0.38666666666666666,0.011111111111111112,0.9088888888888889,0.015555555555555555,1.0862068965517242,37.8,34.8,2.3505747126436782,0.037037037037037035,False,True
350,1,139,121,5,294,6,0.39714285714285713,0.3457142857142857,0.014285714285714285,0.84,0.017142857142857144,1.1487603305785123,27.8,24.2,2.4297520661157024,0.04316546762589928,False,True
450,1,182,162,6,371,7,0.40444444444444444,0.36,0.013333333333333334,0.8244444444444444,0.015555555555555555,1.123456790123457,30.333333333333332,27.0,2.2901234567901234,0.038461538461538464,False,True
200,1,81,71,4,136,5,0.405,0.355,0.02,0.68,0.025,1.1408450704225352,20.25,17.75,1.9154929577464788,0.06172839506172839,True,False
450,1,191,175,5,387,6,0.42444444444444446,0.3888888888888889,0.011111111111111112,0.86,0.013333333333333334,1.0914285714285714,38.2,35.0,2.2114285714285713,0.031413612565445025,False,True
350,0,122,113,5,296,7,0.3485714285714286,0.32285714285714284,0.014285714285714285,0.8457142857142858,0.02,1.079646017699115,24.4,22.6,2.6194690265486726,0.05737704918032787,False,True
450,1,196,173,5,368,5,0.43555555555555553,0.3844444444444444,0.011111111111111112,0.8177777777777778,0.011111111111111112,1.1329479768786128,39.2,34.6,2.1271676300578033,0.025510204081632654,False,True
25,0,10,8,3,9,4,0.4,0.32,0.12,0.36,0.16,1.25,3.3333333333333335,2.6666666666666665,1.125,0.4,False,False
150,1,67,48,4,136,6,0.44666666666666666,0.32,0.02666666666666667,0.9066666666666666,0.04,1.3958333333333333,16.75,12.0,2.8333333333333335,0.08955223880597014,True,False
300,1,127,97,4,182,5,0.42333333333333334,0.3233333333333333,0.013333333333333334,0.6066666666666667,0.016666666666666666,1.309278350515464,31.75,24.25,1.8762886597938144,0.03937007874015748,True,False
300,1,124,117,3,235,5,0.41333333333333333,0.39,0.01,0.7833333333333333,0.016666666666666666,1.0598290598290598,41.333333333333336,39.0,2.0085470085470085,0.04032258064516129,True,False
100,1,41,31,4,73,5,0.41,0.31,0.04,0.73,0.05,1.3225806451612903,10.25,7.75,2.3548387096774195,0.12195121951219512,False,False
500,0,169,157,5,476,7,0.338,0.314,0.01,0.952,0.014,1.0764331210191083,33.8,31.4,3.031847133757962,0.04142011834319527,False,True
350,0,122,110,6,272,7,0.3485714285714286,0.3142857142857143,0.017142857142857144,0.7771428571428571,0.02,1.1090909090909091,20.333333333333332,18.333333333333332,2.4727272727272727,0.05737704918032787,False,True
25,0,9,7,5,18,5,0.36,0.28,0.2,0.72,0.2,1.2857142857142858,1.8,1.4,2.5714285714285716,0.5555555555555556,False,False
350,0,118,96,4,261,6,0.33714285714285713,0.2742857142857143,0.011428571428571429,0.7457142857142857,0.017142857142857144,1.2291666666666667,29.5,24.0,2.71875,0.05084745762711865,False,True
25,1,13,13,3,10,3,0.52,0.52,0.12,0.4,0.12,1.0,4.333333333333333,4.333333333333333,0.7692307692307693,0.23076923076923078,False,False
250,1,114,90,4,210,5,0.456,0.36,0.016,0.84,0.02,1.2666666666666666,28.5,22.5,2.3333333333333335,0.043859649122807015,True,False
25,0,11,8,4,14,4,0.44,0.32,0.16,0.56,0.16,1.375,2.75,2.0,1.75,0.36363636363636365,False,False
200,0,68,63,5,179,7,0.34,0.315,0.025,0.895,0.035,1.0793650793650793,13.6,12.6,2.8412698412698414,0.10294117647058823,True,False
50,1,23,19,3,22,4,0.46,0.38,0.06,0.44,0.08,1.2105263157894737,7.666666666666667,6.333333333333333,1.1578947368421053,0.17391304347826086,False,False
50,1,27,19,4,33,5,0.54,0.38,0.08,0.66,0.1,1.4210526315789473,6.75,4.75,1.736842105263158,0.18518518518518517,False,False
250,1,120,106,5,231,6,0.48,0.424,0.02,0.924,0.024,1.1320754716981132,24.0,21.2,2.1792452830188678,0.05,True,False
450,1,188,184,5,378,6,0.4177777777777778,0.4088888888888889,0.011111111111111112,0.84,0.013333333333333334,1.0217391304347827,37.6,36.8,2.0543478260869565,0.031914893617021274,False,True
500,0,194,163,6,461,7,0.388,0.326,0.012,0.922,0.014,1.1901840490797546,32.333333333333336,27.166666666666668,2.8282208588957056,0.03608247422680412,False,True
450,1,189,174,5,380,6,0.42,0.38666666666666666,0.011111111111111112,0.8444444444444444,0.013333333333333334,1.0862068965517242,37.8,34.8,2.1839080459770117,0.031746031746031744,False,True
150,1,71,52,4,121,5,0.47333333333333333,0.3466666666666667,0.02666666666666667,0.8066666666666666,0.03333333333333333,1.3653846153846154,17.75,13.0,2.326923076923077,0.07042253521126761,True,False
25,1,15,15,3,15,3,0.6,0.6,0.12,0.6,0.12,1.0,5.0,5.0,1.0,0.2,False,False
250,0,90,86,5,245,7,0.36,0.344,0.02,0.98,0.028,1.0465116279069768,18.0,17.2,2.8488372093023258,0.07777777777777778,True,False
50,1,23,23,4,30,5,0.46,0.46,0.08,0.6,0.1,1.0,5.75,5.75,1.3043478260869565,0.21739130434782608,False,False
25,1,13,11,3,15,4,0.52,0.44,0.12,0.6,0.16,1.1818181818181819,4.333333333333333,3.6666666666666665,1.3636363636363635,0.3076923076923077,False,False
300,1,146,122,3,262,6,0.4866666666666667,0.4066666666666667,0.01,0.8733333333333333,0.02,1.1967213114754098,48.666666666666664,40.666666666666664,2.1475409836065573,0.0410958904109589,True,False
500,0,179,147,6,477,7,0.358,0.294,0.012,0.954,0.014,1.217687074829932,29.833333333333332,24.5,3.2448979591836733,0.03910614525139665,False,True
450,1,195,154,5,371,6,0.43333333333333335,0.3422222222222222,0.011111111111111112,0.8244444444444444,0.013333333333333334,1.2662337662337662,39.0,30.8,2.409090909090909,0.03076923076923077,False,True
500,0,181,164,5,471,7,0.362,0.328,0.01,0.942,0.014,1.103658536585366,36.2,32.8,2.8719512195121952,0.03867403314917127,False,True
200,1,89,67,4,154,5,0.445,0.335,0.02,0.77,0.025,1.328358208955224,22.25,16.75,2.298507462686567,0.056179775280898875,True,False
50,0,18,13,4,40,5,0.36,0.26,0.08,0.8,0.1,1.3846153846153846,4.5,3.25,3.076923076923077,0.2777777777777778,False,False
400,1,164,143,5,337,6,0.41,0.3575,0.0125,0.8425,0.015,1.1468531468531469,32.8,28.6,2.3566433566433567,0.036585365853658534,False,True
450,0,159,128,5,298,6,0.35333333333333333,0.28444444444444444,0.011111111111111112,0.6622222222222223,0.013333333333333334,1.2421875,31.8,25.6,2.328125,0.03773584905660377,False,True
50,0,24,20,4,47,5,0.48,0.4,0.08,0.94,0.1,1.2,6.0,5.0,2.35,0.20833333333333334,False,False
100,1,51,50,4,46,4,0.51,0.5,0.04,0.46,0.04,1.02,12.75,12.5,0.92,0.0784313725490196,False,False
400,0,133,126,6,400,8,0.3325,0.315,0.015,1.0,0.02,1.0555555555555556,22.166666666666668,21.0,3.1746031746031744,0.06015037593984962,False,True
25,1,12,11,3,19,4,0.48,0.44,0.12,0.76,0.16,1.0909090909090908,4.0,3.6666666666666665,1.7272727272727273,0.3333333333333333,False,False
200,0,74,62,5,196,7,0.37,0.31,0.025,0.98,0.035,1.1935483870967742,14.8,12.4,3.161290322580645,0.0945945945945946,True,False
100,1,43,32,4,80,5,0.43,0.32,0.04,0.8,0.05,1.34375,10.75,8.0,2.5,0.11627906976744186,False,False
350,0,132,104,5,241,6,0.37714285714285717,0.29714285714285715,0.014285714285714285,0.6885714285714286,0.017142857142857144,1.2692307692307692,26.4,20.8,2.3173076923076925,0.045454545454545456,False,True
500,1,216,174,5,416,7,0.432,0.348,0.01,0.832,0.014,1.2413793103448276,43.2,34.8,2.3908045977011496,0.032407407407407406,False,True
300,1,140,119,4,257,5,0.4666666666666667,0.39666666666666667,0.013333333333333334,0.8566666666666667,0.016666666666666666,1.1764705882352942,35.0,29.75,2.1596638655462184,0.03571428571428571,True,False
200,0,75,74,5,164,6,0.375,0.37,0.025,0.82,0.03,1.0135135135135136,15.0,14.8,2.2162162162162162,0.08,True,False
25,0,11,10,4,12,4,0.44,0.4,0.16,0.48,0.16,1.1,2.75,2.5,1.2,0.36363636363636365,False,False
200,0,71,66,5,141,6,0.355,0.33,0.025,0.705,0.03,1.0757575757575757,14.2,13.2,2.1363636363636362,0.08450704225352113,True,False
250,1,114,100,4,206,6,0.456,0.4,0.016,0.824,0.024,1.14,28.5,25.0,2.06,0.05263157894736842,True,False
350,1,158,147,5,306,6,0.4514285714285714,0.42,0.014285714285714285,0.8742857142857143,0.017142857142857144,1.0748299319727892,31.6,29.4,2.0816326530612246,0.0379746835443038,False,True
450,0,163,142,5,355,7,0.3622222222222222,0.31555555555555553,0.011111111111111112,0.7888888888888889,0.015555555555555555,1.147887323943662,32.6,28.4,2.5,0.04294478527607362,False,True
450,0,158,116,6,425,7,0.3511111111111111,0.2577777777777778,0.013333333333333334,0.9444444444444444,0.015555555555555555,1.3620689655172413,26.333333333333332,19.333333333333332,3.663793103448276,0.04430379746835443,False,True
350,1,153,140,4,292,6,0.43714285714285717,0.4,0.011428571428571429,0.8342857142857143,0.017142857142857144,1.0928571428571427,38.25,35.0,2.085714285714286,0.0392156862745098,False,True
200,0,72,56,5,141,6,0.36,0.28,0.025,0.705,0.03,1.2857142857142858,14.4,11.2,2.517857142857143,0.08333333333333333,True,False
250,1,112,99,5,205,6,0.448,0.396,0.02,0.82,0.024,1.1313131313131313,22.4,19.8,2.0707070707070705,0.05357142857142857,True,False
200,0,75,55,5,136,6,0.375,0.275,0.025,0.68,0.03,1.3636363636363635,15.0,11.0,2.4727272727272727,0.08,True,False
400,0,152,127,5,293,6,0.38,0.3175,0.0125,0.7325,0.015,1.1968503937007875,30.4,25.4,2.3070866141732282,0.039473684210526314,False,True
25,0,11,10,4,9,4,0.44,0.4,0.16,0.36,0.16,1.1,2.75,2.5,0.9,0.36363636363636365,False,False
450,0,178,169,6,409,8,0.39555555555555555,0.37555555555555553,0.013333333333333334,0.9088888888888889,0.017777777777777778,1.0532544378698225,29.666666666666668,28.166666666666668,2.4201183431952664,0.0449438202247191,False,True
300,1,123,108,4,161,5,0.41,0.36,0.013333333333333334,0.5366666666666666,0.016666666666666666,1.1388888888888888,30.75,27.0,1.4907407407407407,0.04065040650406504,True,False
100,1,57,44,3,64,4,0.57,0.44,0.03,0.64,0.04,1.2954545454545454,19.0,14.666666666666666,1.4545454545454546,0.07017543859649122,False,False
150,0,60,59,5,108,6,0.4,0.3933333333333333,0.03333333333333333,0.72,0.04,1.0169491525423728,12.0,11.8,1.8305084745762712,0.1,True,False
500,0,190,160,5,396,7,0.38,0.32,0.01,0.792,0.014,1.1875,38.0,32.0,2.475,0.03684210526315789,False,True
500,1,199,155,5,486,6,0.398,0.31,0.01,0.972,0.012,1.2838709677419355,39.8,31.0,3.1354838709677417,0.03015075376884422,False,True
500,1,232,174,4,404,5,0.464,0.348,0.008,0.808,0.01,1.3333333333333333,58.0,43.5,2.32183908045977,0.021551724137931036,False,True
100,0,39,37,4,74,6,0.39,0.37,0.04,0.74,0.06,1.054054054054054,9.75,9.25,2.0,0.15384615384615385,False,False
150,0,55,49,5,114,7,0.36666666666666664,0.32666666666666666,0.03333333333333333,0.76,0.04666666666666667,1.1224489795918366,11.0,9.8,2.326530612244898,0.12727272727272726,True,False
250,1,120,89,4,213,5,0.48,0.356,0.016,0.852,0.02,1.348314606741573,30.0,22.25,2.393258426966292,0.041666666666666664,True,False
350,0,127,119,5,269,6,0.3628571428571429,0.34,0.014285714285714285,0.7685714285714286,0.017142857142857144,1.0672268907563025,25.4,23.8,2.2605042016806722,0.047244094488188976,False,True
350,1,146,134,6,334,7,0.41714285714285715,0.38285714285714284,0.017142857142857144,0.9542857142857143,0.02,1.0895522388059702,24.333333333333332,22.333333333333332,2.4925373134328357,0.04794520547945205,False,True
350,0,133,130,6,300,7,0.38,0.37142857142857144,0.017142857142857144,0.8571428571428571,0.02,1.023076923076923,22.166666666666668,21.666666666666668,2.3076923076923075,0.05263157894736842,False,True
300,0,109,90,6,175,6,0.36333333333333334,0.3,0.02,0.5833333333333334,0.02,1.211111111111111,18.166666666666668,15.0,1.9444444444444444,0.05504587155963303,True,False
25,1,13,13,4,14,5,0.52,0.52,0.16,0.56,0.2,1.0,3.25,3.25,1.0769230769230769,0.38461538461538464,False,False
200,0,68,58,5,157,6,0.34,0.29,0.025,0.785,0.03,1.1724137931034482,13.6,11.6,2.706896551724138,0.08823529411764706,True,False
250,0,83,72,5,148,6,0.332,0.288,0.02,0.592,0.024,1.1527777777777777,16.6,14.4,2.0555555555555554,0.07228915662650602,True,False
150,0,60,44,4,116,6,0.4,0.29333333333333333,0.02666666666666667,0.7733333333333333,0.04,1.3636363636363635,15.0,11.0,2.6363636363636362,0.1,True,False
100,0,36,30,6,95,7,0.36,0.3,0.06,0.95,0.07,1.2,6.0,5.0,3.1666666666666665,0.19444444444444445,False,False
150,0,60,45,5,117,6,0.4,0.3,0.03333333333333333,0.78,0.04,1.3333333333333333,12.0,9.0,2.6,0.1,True,False
200,1,98,83,3,118,4,0.49,0.415,0.015,0.59,0.02,1.180722891566265,32.666666666666664,27.666666666666668,1.4216867469879517,0.04081632653061224,True,False
300,0,111,94,5,233,6,0.37,0.31333333333333335,0.016666666666666666,0.7766666666666666,0.02,1.1808510638297873,22.2,18.8,2.478723404255319,0.05405405405405406,True,False
300,1,129,109,4,244,5,0.43,0.36333333333333334,0.013333333333333334,0.8133333333333334,0.016666666666666666,1.18348623853211,32.25,27.25,2.238532110091743,0.03875968992248062,True,False
25,0,12,9,5,22,5,0.48,0.36,0.2,0.88,0.2,1.3333333333333333,2.4,1.8,2.4444444444444446,0.4166666666666667,False,False
500,1,212,189,5,446,6,0.424,0.378,0.01,0.892,0.012,1.1216931216931216,42.4,37.8,2.35978835978836,0.02830188679245283,False,True
150,1,63,55,4,64,5,0.42,0.36666666666666664,0.02666666666666667,0.4266666666666667,0.03333333333333333,1.1454545454545455,15.75,13.75,1.1636363636363636,0.07936507936507936,True,False
350,0,131,107,5,268,6,0.3742857142857143,0.3057142857142857,0.014285714285714285,0.7657142857142857,0.017142857142857144,1.2242990654205608,26.2,21.4,2.5046728971962615,0.04580152671755725,False,True
500,1,220,210,6,486,7,0.44,0.42,0.012,0.972,0.014,1.0476190476190477,36.666666666666664,35.0,2.3142857142857145,0.031818181818181815,False,True
350,1,158,146,5,283,6,0.4514285714285714,0.41714285714285715,0.014285714285714285,0.8085714285714286,0.017142857142857144,1.082191780821918,31.6,29.2,1.9383561643835616,0.0379746835443038,False,True
500,0,174,165,6,495,8,0.348,0.33,0.012,0.99,0.016,1.0545454545454545,29.0,27.5,3.0,0.04597701149425287,False,True
100,1,46,41,4,53,4,0.46,0.41,0.04,0.53,0.04,1.1219512195121952,11.5,10.25,1.2926829268292683,0.08695652173913043,False,False
50,1,28,22,4,21,4,0.56,0.44,0.08,0.42,0.08,1.2727272727272727,7.0,5.5,0.9545454545454546,0.14285714285714285,False,False
500,1,213,179,5,431,6,0.426,0.358,0.01,0.862,0.012,1.1899441340782122,42.6,35.8,2.4078212290502794,0.028169014084507043,False,True
450,1,200,176,6,446,7,0.4444444444444444,0.39111111111111113,0.013333333333333334,0.9911111111111112,0.015555555555555555,1.1363636363636365,33.333333333333336,29.333333333333332,2.534090909090909,0.035,False,True
50,0,21,20,4,19,5,0.42,0.4,0.08,0.38,0.1,1.05,5.25,5.0,0.95,0.23809523809523808,False,False
150,1,67,64,4,105,5,0.44666666666666666,0.4266666666666667,0.02666666666666667,0.7,0.03333333333333333,1.046875,16.75,16.0,1.640625,0.07462686567164178,True,False
25,0,12,10,4,14,4,0.48,0.4,0.16,0.56,0.16,1.2,3.0,2.5,1.4,0.3333333333333333,False,False
250,0,99,92,5,181,7,0.396,0.368,0.02,0.724,0.028,1.076086956521739,19.8,18.4,1.9673913043478262,0.0707070707070707,True,False
25,1,15,13,3,19,4,0.6,0.52,0.12,0.76,0.16,1.1538461538461537,5.0,4.333333333333333,1.4615384615384615,0.26666666666666666,False,False
200,1,91,64,4,171,5,0.455,0.32,0.02,0.855,0.025,1.421875,22.75,16.0,2.671875,0.054945054945054944,True,False
25,0,13,11,4,22,5,0.52,0.44,0.16,0.88,0.2,1.1818181818181819,3.25,2.75,2.0,0.38461538461538464,False,False
300,0,116,106,5,276,7,0.38666666666666666,0.35333333333333333,0.016666666666666666,0.92,0.023333333333333334,1.0943396226415094,23.2,21.2,2.6037735849056602,0.0603448275862069,True,False
350,1,148,141,5,298,6,0.4228571428571429,0.40285714285714286,0.014285714285714285,0.8514285714285714,0.017142857142857144,1.049645390070922,29.6,28.2,2.1134751773049647,0.04054054054054054,False,True
250,0,80,72,5,167,6,0.32,0.288,0.02,0.668,0.024,1.1111111111111112,16.0,14.4,2.3194444444444446,0.075,True,False
100,1,36,34,4,66,5,0.36,0.34,0.04,0.66,0.05,1.0588235294117647,9.0,8.5,1.9411764705882353,0.1388888888888889,False,False
150,1,69,59,4,132,6,0.46,0.3933333333333333,0.02666666666666667,0.88,0.04,1.1694915254237288,17.25,14.75,2.23728813559322,0.08695652173913043,True,False
25,1,11,8,4,11,4,0.44,0.32,0.16,0.44,0.16,1.375,2.75,2.0,1.375,0.36363636363636365,False,False
300,1,125,107,5,252,6,0.4166666666666667,0.3566666666666667,0.016666666666666666,0.84,0.02,1.1682242990654206,25.0,21.4,2.3551401869158877,0.048,True,False
200,1,95,73,3,174,5,0.475,0.365,0.015,0.87,0.025,1.3013698630136987,31.666666666666668,24.333333333333332,2.3835616438356166,0.05263157894736842,True,False
450,1,198,188,5,382,7,0.44,0.4177777777777778,0.011111111111111112,0.8488888888888889,0.015555555555555555,1.053191489361702,39.6,37.6,2.0319148936170213,0.03535353535353535,False,True
150,1,65,54,3,120,5,0.43333333333333335,0.36,0.02,0.8,0.03333333333333333,1.2037037037037037,21.666666666666668,18.0,2.2222222222222223,0.07692307692307693,True,False
450,0,168,156,5,345,7,0.37333333333333335,0.3466666666666667,0.011111111111111112,0.7666666666666667,0.015555555555555555,1.0769230769230769,33.6,31.2,2.2115384615384617,0.041666666666666664,False,True
400,1,168,153,5,351,6,0.42,0.3825,0.0125,0.8775,0.015,1.0980392156862746,33.6,30.6,2.2941176470588234,0.03571428571428571,False,True
50,0,20,19,4,47,5,0.4,0.38,0.08,0.94,0.1,1.0526315789473684,5.0,4.75,2.473684210526316,0.25,False,False
350,1,151,142,5,277,6,0.43142857142857144,0.4057142857142857,0.014285714285714285,0.7914285714285715,0.017142857142857144,1.0633802816901408,30.2,28.4,1.9507042253521127,0.039735099337748346,False,True
200,0,62,60,5,146,6,0.31,0.3,0.025,0.73,0.03,1.0333333333333334,12.4,12.0,2.433333333333333,0.0967741935483871,True,False
50,0,21,19,4,31,5,0.42,0.38,0.08,0.62,0.1,1.105263157894737,5.25,4.75,1.631578947368421,0.23809523809523808,False,False
300,1,131,107,5,131,5,0.43666666666666665,0.3566666666666667,0.016666666666666666,0.43666666666666665,0.016666666666666666,1.2242990654205608,26.2,21.4,1.2242990654205608,0.03816793893129771,True,False
25,0,10,10,4,13,4,0.4,0.4,0.16,0.52,0.16,1.0,2.5,2.5,1.3,0.4,False,False
500,1,208,200,5,393,6,0.416,0.4,0.01,0.786,0.012,1.04,41.6,40.0,1.965,0.028846153846153848,False,True
50,0,21,17,4,40,5,0.42,0.34,0.08,0.8,0.1,1.2352941176470589,5.25,4.25,2.3529411764705883,0.23809523809523808,False,False
150,1,68,56,4,112,5,0.4533333333333333,0.37333333333333335,0.02666666666666667,0.7466666666666667,0.03333333333333333,1.2142857142857142,17.0,14.0,2.0,0.07352941176470588,True,False
300,0,111,100,6,235,7,0.37,0.3333333333333333,0.02,0.7833333333333333,0.023333333333333334,1.11,18.5,16.666666666666668,2.35,0.06306306306306306,True,False
400,0,163,122,6,322,7,0.4075,0.305,0.015,0.805,0.0175,1.3360655737704918,27.166666666666668,20.333333333333332,2.639344262295082,0.04294478527607362,False,True
100,0,44,31,4,71,5,0.44,0.31,0.04,0.71,0.05,1.4193548387096775,11.0,7.75,2.2903225806451615,0.11363636363636363,False,False
100,1,54,35,4,53,4,0.54,0.35,0.04,0.53,0.04,1.542857142857143,13.5,8.75,1.5142857142857142,0.07407407407407407,False,False
25,0,9,7,3,14,5,0.36,0.28,0.12,0.56,0.2,1.2857142857142858,3.0,2.3333333333333335,2.0,0.5555555555555556,False,False
150,1,70,70,4,68,5,0.4666666666666667,0.4666666666666667,0.02666666666666667,0.4533333333333333,0.03333333333333333,1.0,17.5,17.5,0.9714285714285714,0.07142857142857142,True,False
200,0,76,65,5,178,6,0.38,0.325,0.025,0.89,0.03,1.1692307692307693,15.2,13.0,2.7384615384615385,0.07894736842105263,True,False
50,0,23,19,4,36,4,0.46,0.38,0.08,0.72,0.08,1.2105263157894737,5.75,4.75,1.894736842105263,0.17391304347826086,False,False
50,1,22,20,4,37,5,0.44,0.4,0.08,0.74,0.1,1.1,5.5,5.0,1.85,0.22727272727272727,False,False
500,0,173,132,5,338,6,0.346,0.264,0.01,0.676,0.012,1.3106060606060606,34.6,26.4,2.5606060606060606,0.03468208092485549,False,True
25,0,13,13,4,16,5,0.52,0.52,0.16,0.64,0.2,1.0,3.25,3.25,1.2307692307692308,0.38461538461538464,False,False
400,0,148,114,6,320,7,0.37,0.285,0.015,0.8,0.0175,1.2982456140350878,24.666666666666668,19.0,2.807017543859649,0.0472972972972973,False,True
450,1,193,176,5,363,6,0.4288888888888889,0.39111111111111113,0.011111111111111112,0.8066666666666666,0.013333333333333334,1.0965909090909092,38.6,35.2,2.0625,0.031088082901554404,False,True
