n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size
400,1,183,172,11,394,13
500,1,233,228,13,490,16
400,0,121,121,10,345,12
350,0,125,125,11,350,14
50,1,20,19,6,46,7
450,1,213,191,11,433,12
100,0,30,30,9,98,10
250,1,115,100,9,245,11
350,0,102,102,10,333,13
400,1,170,170,12,394,16
100,1,47,44,9,96,10
100,0,29,26,8,99,10
200,0,72,72,10,184,13
350,1,177,136,10,344,12
500,0,156,154,11,490,14
50,0,19,19,8,45,9
100,1,54,54,8,95,9
250,1,116,105,10,247,11
400,1,164,160,13,392,15
50,1,28,19,6,50,6
50,0,19,18,7,48,8
150,1,72,67,9,144,10
350,1,138,132,12,333,13
200,0,68,68,9,194,12
350,1,147,140,13,341,16
300,1,147,138,9,293,11
500,1,230,219,15,491,17
350,0,106,106,12,343,15
400,0,132,128,11,390,14
25,1,14,11,5,23,6
200,0,60,60,12,193,14
300,0,86,86,10,291,12
400,1,204,180,12,394,14
200,0,61,57,12,198,15
350,1,165,159,14,350,15
200,0,60,57,8,192,11
450,0,133,131,11,440,15
300,1,139,129,11,294,12
350,0,117,117,11,344,14
300,0,95,90,10,292,12
100,1,55,51,6,97,7
50,1,21,20,9,48,9
400,1,171,153,14,395,16
50,0,19,19,7,45,9
400,1,194,180,13,393,14
50,0,16,16,6,48,8
200,1,92,88,8,185,10
300,0,92,89,12,295,15
350,0,114,114,9,319,13
200,1,87,81,9,193,11
500,0,168,168,13,493,15
250,0,79,79,9,233,12
500,1,226,195,14,489,16
500,0,155,155,13,490,14
450,0,143,143,13,445,15
500,0,151,151,12,500,15
100,1,50,43,8,95,10
500,1,226,202,12,496,14
150,0,49,49,10,144,12
400,0,139,128,12,394,13
300,1,125,117,12,295,13
200,0,55,50,11,191,13
25,0,9,9,6,23,8
450,0,149,148,11,444,13
150,0,46,45,11,142,13
500,0,158,156,11,491,14
500,1,233,226,13,499,17
25,1,13,9,5,23,5
150,0,45,45,11,145,12
250,1,121,107,12,248,14
500,0,165,162,13,490,14
100,1,46,45,9,97,10
100,0,35,35,10,100,12
150,1,64,62,9,144,10
350,1,164,155,11,340,14
200,1,88,78,9,181,11
250,1,107,99,11,243,14
300,1,137,137,10,295,14
50,0,18,15,8,44,9
450,0,162,157,12,443,14
150,1,65,61,11,148,13
250,1,112,108,9,246,11
450,1,185,161,11,442,13
250,1,129,129,10,249,12
200,0,67,63,10,192,13
100,1,48,47,8,95,9
150,1,80,52,9,144,10
25,1,15,15,5,18,5
25,1,11,11,4,20,6
200,0,69,64,11,191,12
250,0,83,83,11,234,13
150,1,62,60,12,146,13
350,1,140,134,11,343,12
150,0,56,56,9,145,12
400,1,187,183,11,389,13
150,0,47,47,9,142,11
25,0,11,11,5,22,6
150,1,83,58,8,143,9
500,0,152,150,12,490,14
350,0,111,111,10,329,13
25,1,13,8,5,17,6
450,0,141,141,11,430,14
100,0,31,31,7,82,10
500,0,164,164,12,491,14
350,0,122,122,11,333,14
250,0,86,86,13,244,16
300,0,109,109,11,291,14
250,1,113,94,11,243,12
150,1,72,67,9,146,10
200,1,86,78,9,194,11
500,0,153,153,10,481,13
100,0,30,30,6,89,9
250,1,120,98,10,243,11
450,1,213,196,11,439,14
200,1,94,83,9,191,11
450,1,211,171,11,442,14
200,1,85,80,10,191,12
200,1,83,77,9,195,11
50,1,21,20,7,47,8
50,0,15,14,8,50,9
350,0,99,99,13,340,15
100,1,43,43,8,100,9
250,1,109,106,11,243,13
450,0,134,127,11,431,14
350,1,167,154,14,339,14
400,0,149,149,10,390,13
300,0,91,89,14,291,16
250,0,82,81,12,243,13
400,1,171,165,11,393,14
250,1,105,97,13,248,15
250,0,75,70,11,247,13
200,0,63,63,11,193,13
450,1,203,191,15,448,17
350,0,115,111,13,340,17
500,0,157,157,11,490,14
200,0,59,56,10,193,12
100,0,35,33,9,91,10
350,1,165,154,10,347,12
350,0,100,94,8,342,12
100,1,42,40,8,93,9
350,0,100,98,11,342,12
100,0,42,32,8,88,9
450,1,211,203,11,444,14
100,0,41,41,11,96,12
350,1,162,149,9,342,12
150,1,68,67,9,145,10
350,1,170,144,12,344,13
450,1,216,179,11,446,13
300,1,145,141,13,291,14
150,0,57,57,10,142,11
300,0,101,101,10,293,12
150,0,45,45,10,148,12
400,0,130,130,12,391,13
350,1,171,158,10,343,11
400,0,131,131,11,391,14
50,1,27,18,5,41,6
400,1,181,160,13,393,14
400,0,131,127,11,394,15
50,0,13,12,8,48,10
300,1,136,136,10,291,12
200,0,62,58,10,193,12
300,0,95,95,10,281,12
200,1,88,79,8,177,8
100,0,30,24,9,97,10
150,1,67,57,9,149,11
250,1,130,99,10,241,12
250,1,122,118,12,245,13
400,1,204,171,9,392,11
50,1,26,26,7,46,8
50,1,25,25,5,42,6
300,1,129,128,10,292,14
50,0,20,19,8,45,9
50,1,31,31,6,45,6
450,0,146,145,13,441,16
350,1,172,164,9,342,10
25,1,13,8,3,12,4
200,0,61,53,11,200,13
100,0,31,31,9,94,10
50,0,13,11,7,48,9
450,0,143,140,10,424,13
500,1,225,215,13,490,16
350,0,114,111,12,340,13
100,0,36,32,10,91,11
200,0,68,66,8,191,11
400,0,123,123,12,391,15
25,1,13,13,6,22,6
250,0,75,74,10,240,14
150,1,64,64,9,146,11
250,0,85,85,10,243,12
450,0,140,138,11,424,15
50,1,24,23,5,46,6
400,0,114,111,11,392,14
100,1,41,41,9,97,10
200,0,66,62,9,183,10
400,1,179,168,12,389,16
350,0,116,116,11,340,13
100,1,40,36,6,95,9
50,0,18,18,9,45,9
350,1,170,164,13,347,15
100,1,50,49,8,97,9
50,1,23,23,5,38,5
300,0,96,96,10,293,13
400,1,176,172,12,396,15
350,0,109,109,10,343,12
350,1,159,158,11,343,15
450,0,134,132,11,440,14
250,1,123,116,7,234,9
450,0,146,146,11,431,13
250,1,119,118,14,246,16
300,1,135,134,8,292,10
200,0,70,70,9,192,11
400,1,186,184,9,388,10
100,0,34,34,9,95,10
100,0,30,21,8,83,10
300,1,137,131,12,295,15
100,1,45,45,8,96,9
500,1,239,222,13,494,14
450,0,134,134,12,440,14
50,0,15,13,7,48,8
50,0,19,19,8,46,9
250,1,112,112,13,243,16
500,0,168,168,12,489,13
50,0,20,20,5,29,8
300,0,88,88,12,296,16
400,0,133,133,11,390,14
25,0,9,9,5,23,6
500,0,169,169,11,493,14
50,1,27,18,6,45,7
300,0,91,87,13,292,14
450,0,137,132,11,440,13
500,0,164,164,10,491,13
250,1,115,115,11,250,13
100,1,47,33,8,98,9
450,1,208,202,15,442,17
50,1,23,23,6,47,6
50,1,22,22,7,49,8
500,0,163,160,11,491,15
300,1,148,121,11,295,13
400,1,168,158,9,382,12
100,0,34,34,11,91,12
100,0,37,34,7,94,8
500,1,224,213,14,495,15
250,0,72,67,11,248,14
250,0,90,82,12,242,14
100,1,42,42,8,98,9
150,0,46,46,11,142,13
100,0,33,33,10,100,11
300,0,88,88,10,291,12
25,1,8,7,8,19,9
300,1,136,131,11,292,14
300,0,103,103,9,265,12
400,1,191,148,13,398,15
300,0,89,88,12,295,13
400,0,124,124,10,396,14
450,1,200,192,14,441,15
25,0,8,6,6,22,7
200,0,63,63,9,172,11
250,0,78,78,12,243,13
50,1,25,15,5,43,6
300,1,151,136,9,296,12
200,1,83,73,8,193,9
50,1,26,26,6,40,6
50,0,12,11,9,47,10
350,1,140,128,10,350,12
500,0,151,147,12,490,14
500,1,234,205,13,493,14
150,0,55,55,11,142,12
250,1,116,113,10,241,13
250,1,111,108,12,242,13
500,0,168,168,14,490,15
450,1,209,204,12,440,14
250,0,71,71,11,233,13
500,0,141,137,11,487,15
100,1,46,34,9,94,11
150,1,71,65,8,146,10
150,0,55,55,8,143,11
400,0,129,129,13,397,16
25,1,12,12,5,19,5
200,1,94,89,10,194,11
150,0,41,41,9,144,12
400,0,129,129,10,381,12
50,0,18,18,7,43,8
500,0,142,137,10,458,12
25,1,14,12,6,23,6
100,0,39,30,8,100,10
200,1,96,90,11,199,11
400,0,135,132,9,384,13
450,0,153,153,11,439,16
350,1,160,157,12,342,13
25,0,8,8,5,21,5
450,0,138,138,11,441,13
350,0,117,114,10,332,12
400,1,183,175,12,389,14
50,0,17,12,8,48,10
400,0,134,132,12,393,14
250,1,121,121,10,242,12
500,1,222,212,12,491,14
500,0,153,153,12,489,15
350,1,158,110,10,343,12
350,1,162,158,12,343,15
400,1,206,201,9,391,13
300,0,99,99,11,292,13
300,0,105,99,10,297,14
300,1,127,122,10,295,12
100,0,31,31,8,94,9
25,1,10,10,5,24,5
200,0,60,60,9,177,10
250,1,112,101,10,249,11
50,1,25,25,4,36,5
150,0,48,43,9,143,10
200,1,105,81,10,195,12
500,1,213,203,11,492,13
100,1,47,43,6,97,9
250,0,78,74,10,242,11
500,1,229,206,15,487,17
350,0,113,110,9,325,12
150,1,73,55,10,146,11
100,1,44,43,6,96,6
25,0,9,6,6,22,8
50,1,24,24,9,48,10
300,1,135,124,12,289,14
250,0,74,71,11,247,13
350,1,158,154,12,342,14
25,0,9,9,5,24,6
200,1,80,75,7,174,9
200,0,50,50,10,196,14
25,1,14,13,5,22,5
400,1,177,172,12,392,14
300,1,132,117,12,296,13
150,0,45,45,11,143,12
25,1,12,12,4,24,5
250,1,109,97,12,240,14
150,0,54,53,11,142,13
200,1,98,95,11,197,12
450,0,142,140,12,444,13
50,1,20,18,6,35,6
500,1,227,204,13,491,15
25,1,17,12,4,18,4
350,1,169,153,9,347,11
500,0,153,153,12,470,14
200,0,61,61,9,185,12
300,0,102,102,10,294,13
100,0,26,25,9,96,11
450,1,194,192,13,447,15
350,0,113,113,11,348,15
350,1,165,137,9,342,11
200,1,106,106,8,187,10
50,1,25,17,6,41,6
300,0,95,95,11,287,14
200,1,99,95,9,199,10
500,0,149,145,12,492,14
400,1,176,168,11,392,13
400,0,118,118,11,391,13
350,1,154,135,12,346,14
400,1,205,193,8,384,11
50,0,14,11,8,37,8
50,1,31,24,5,44,7
250,0,85,85,13,244,13
500,1,213,195,12,491,15
450,1,220,202,9,430,14
25,1,14,14,5,22,5
100,0,36,34,8,93,9
25,1,16,16,4,22,4
100,0,41,27,8,97,10
250,0,81,75,8,242,10
300,0,86,86,9,297,12
300,1,136,134,12,296,14
350,0,112,108,12,347,15
150,1,75,69,6,150,8
25,0,10,10,8,23,8
350,1,155,138,13,350,15
400,1,188,184,11,393,14
150,0,45,43,9,150,11
100,1,45,42,6,96,8
500,1,219,208,12,473,15
450,1,202,177,11,443,14
250,0,81,75,10,235,12
25,1,14,14,5,24,6
200,0,63,60,10,196,11
300,1,141,137,10,297,13
500,0,159,151,11,490,13
400,1,172,171,10,392,11
250,0,80,80,10,242,12
250,0,76,74,9,249,13
300,0,102,102,13,293,16
300,1,138,136,12,294,14
150,0,49,49,10,141,13
150,0,50,48,9,143,11
25,0,8,7,4,9,5
350,1,163,163,11,344,13
200,0,66,66,9,187,12
450,1,198,185,10,442,13
250,1,126,106,11,246,14
25,0,8,7,6,24,7
150,1,64,64,9,149,10
450,1,221,200,13,443,14
200,0,53,53,10,191,13
350,0,104,104,12,343,14
300,0,92,87,13,289,16
250,1,105,102,9,244,10
100,0,36,36,9,94,11
300,0,97,84,9,291,12
250,1,120,115,13,249,14
50,1,28,26,4,46,5
350,1,154,146,11,342,13
25,1,12,10,5,23,5
25,1,12,12,5,22,6
25,0,7,7,5,21,7
400,0,124,124,10,382,12
150,0,42,42,9,143,11
100,0,33,33,8,87,9
100,0,34,32,9,100,10
200,1,99,85,10,192,11
350,0,120,120,11,340,14
350,0,114,114,9,346,13
150,1,72,60,5,124,7
500,0,164,160,12,492,15
500,1,241,232,12,492,14
200,1,85,85,7,188,9
200,0,71,70,9,184,13
350,0,108,107,10,337,13
150,1,79,79,8,149,11
400,1,190,173,12,397,14
150,0,44,42,9,141,12
400,1,181,180,12,391,14
50,1,29,29,6,47,7
400,0,137,137,11,391,13
50,0,15,15,6,38,8
250,0,83,82,9,247,12
500,1,215,203,14,497,17
100,0,33,33,9,95,12
150,1,65,60,7,144,9
50,0,13,12,6,32,9
150,1,66,64,8,144,10
500,0,153,146,13,492,14
250,1,106,95,10,248,11
200,1,98,97,10,194,13
25,1,13,12,4,18,5
50,0,22,15,7,48,8
100,1,47,47,7,89,9
350,1,165,115,13,348,14
300,1,145,133,11,298,12
25,1,15,14,5,23,6
300,0,98,98,15,293,17
500,1,225,203,12,496,14
450,1,209,193,12,445,14
50,1,24,24,6,48,7
50,0,15,15,9,43,10
450,1,217,210,10,442,11
25,0,7,7,6,24,7
150,0,47,46,9,134,11
100,1,45,42,7,94,10
450,0,147,145,11,443,13
350,0,102,94,14,342,16
25,1,13,9,5,20,6
100,0,30,30,11,96,13
350,1,148,148,12,341,14
100,0,36,35,9,92,11
450,1,211,209,13,445,16
350,1,161,150,12,345,15
500,0,151,151,15,492,17
150,1,71,66,8,143,8
100,1,40,38,8,94,10
50,1,27,26,5,46,5
450,0,150,150,12,424,14
200,1,94,79,7,165,9
350,0,101,101,11,339,13
50,1,26,25,6,47,7
400,1,185,176,11,393,13
150,1,67,67,9,143,10
100,0,33,33,8,88,9
250,0,91,88,13,249,14
300,0,94,88,10,290,13
500,1,226,217,10,490,12
50,1,25,24,5,46,5
500,1,232,208,13,497,16
50,0,15,14,8,48,9
400,0,126,126,11,393,14
100,0,28,26,7,95,9
350,1,167,114,13,340,14
300,1,135,126,13,290,14
200,1,96,94,11,193,12
500,1,220,209,11,492,13
350,1,174,125,11,343,13
50,0,19,14,8,47,9
200,1,90,90,11,194,12
500,0,174,169,11,493,14
150,1,67,66,9,147,12
50,1,25,25,6,40,7
25,1,11,11,3,8,4
25,1,14,13,5,25,6
150,0,37,34,10,143,11
450,1,222,208,9,442,12
50,0,25,24,6,46,7
500,0,156,154,12,471,14
300,0,91,89,11,290,14
450,0,140,140,11,442,13
200,0,72,72,9,193,11
250,1,124,114,12,241,13
450,0,159,147,10,440,14
200,0,68,68,13,194,14
50,1,26,19,4,41,5
350,1,161,153,10,342,12
400,0,129,125,10,395,14
250,0,83,83,9,244,12
350,0,105,105,13,343,14
450,1,224,201,11,441,13
300,1,150,127,9,294,10
350,0,104,103,13,342,14
300,0,93,92,11,291,13
100,0,29,29,7,95,9
400,1,185,174,13,389,15
25,1,13,13,4,23,6
200,0,62,60,10,191,11
500,1,227,220,15,489,15
250,0,79,79,10,236,12
250,0,67,62,11,241,13
200,0,63,58,10,197,11
300,0,106,106,12,292,14
400,0,108,101,12,390,14
150,0,50,44,9,135,11
150,1,70,56,7,148,8
150,1,68,68,8,144,10
50,1,26,22,7,47,7
25,0,9,6,6,24,7
250,0,70,69,9,226,11
150,0,44,41,9,133,11
200,1,88,81,10,192,12
200,1,101,97,7,194,9
25,1,10,10,6,22,7
500,1,237,221,13,492,16
450,0,149,147,12,440,14
50,1,25,25,6,45,6
250,0,84,84,11,247,14
300,1,144,129,9,287,10
250,1,105,101,10,249,12
300,1,135,134,11,295,13
100,0,38,36,9,94,11
25,1,13,10,6,21,6
250,0,75,72,11,242,15
50,0,22,19,8,38,8
25,1,11,9,4,22,5
150,1,69,60,10,145,11
25,1,10,8,6,23,7
400,0,107,106,11,391,14
25,0,11,10,7,24,8
350,1,161,154,13,341,15
50,0,16,13,8,44,8
100,0,34,30,8,97,10
500,1,226,216,10,494,12
450,1,206,142,15,445,19
400,0,115,115,13,389,15
50,1,20,20,7,39,8
400,0,123,122,11,381,15
500,0,162,162,14,475,14
50,1,24,22,8,48,8
50,1,31,29,5,46,6
150,0,57,56,9,145,12
500,0,171,171,10,491,15
300,0,89,87,12,292,13
100,0,44,32,6,84,7
250,1,118,116,11,250,14
450,1,215,210,11,445,15
200,1,93,82,11,192,12
400,0,129,129,12,391,14
300,0,93,93,12,292,15
250,0,87,87,9,242,11
350,1,142,141,9,341,11
450,1,218,210,12,444,14
500,0,157,157,13,491,15
200,0,69,66,10,192,12
100,0,37,34,8,93,9
150,0,39,39,8,136,11
25,0,11,10,6,21,6
100,0,32,32,11,90,13
250,1,107,104,11,249,13
200,0,70,66,10,195,11
150,1,72,50,11,143,12
250,0,79,79,11,231,13
400,1,186,174,10,390,14
350,0,110,107,10,340,13
500,1,235,221,12,476,15
100,1,50,41,6,96,7
350,1,161,150,12,336,13
300,0,90,83,11,292,14
300,0,91,87,12,296,14
100,1,55,34,7,94,8
350,0,109,109,10,341,13
450,0,141,136,11,426,15
250,1,119,114,10,241,12
300,0,79,78,12,290,13
450,0,152,152,14,442,14
25,0,8,7,8,24,9
500,1,232,219,13,494,15
350,0,120,120,10,343,15
350,1,179,147,13,348,14
50,1,26,26,4,38,5
350,0,104,101,10,343,13
450,0,153,152,12,429,15
400,1,198,180,11,391,13
300,1,143,142,9,291,12
25,1,12,10,4,21,5
50,0,15,14,8,47,10
450,0,140,136,10,443,13
25,0,11,11,5,18,6
100,0,33,25,9,93,10
350,1,166,151,12,342,14
250,0,74,73,10,250,13
350,1,159,147,10,331,14
25,0,11,9,7,23,8
100,1,55,45,5,96,6
25,1,12,12,5,23,5
250,1,108,101,8,242,11
300,1,133,125,10,289,13
200,1,102,90,10,196,12
450,0,143,128,13,443,16
300,0,89,89,10,274,11
350,0,102,99,13,341,14
450,1,213,203,12,443,14
400,0,129,128,9,392,12
100,1,47,44,8,96,9
50,1,19,15,8,45,9
50,1,29,28,6,49,6
300,0,102,102,11,297,14
400,0,132,132,11,392,14
250,0,70,70,12,249,13
500,1,233,216,12,491,15
25,1,14,10,3,21,4
25,1,11,11,6,23,7
150,1,85,67,7,145,8
200,1,96,93,12,197,13
25,0,6,6,7,22,8
150,0,51,51,8,129,10
300,1,141,139,10,292,11
450,0,135,132,11,446,13
450,1,195,191,16,444,18
350,1,164,160,11,341,12
500,0,152,149,11,494,15
200,1,98,66,11,195,12
150,1,61,58,10,143,11
350,1,166,153,10,343,12
25,0,11,11,6,22,6
350,0,112,112,13,343,16
400,0,120,120,12,392,15
100,1,42,42,7,96,9
25,1,16,10,5,23,6
400,1,187,184,9,393,11
400,1,176,170,11,394,13
150,1,73,73,9,143,11
450,0,150,148,10,442,14
25,1,15,14,4,23,5
450,0,122,119,12,446,15
400,1,195,174,12,392,14
500,1,240,209,11,497,12
350,1,158,154,11,345,13
300,0,98,97,11,289,15
400,1,184,169,12,396,16
50,0,19,18,6,46,7
100,0,32,32,10,93,11
50,1,28,27,5,47,6
25,1,12,11,6,22,6
300,1,137,133,13,296,15
150,1,74,71,8,142,10
25,0,10,9,6,16,7
25,1,15,15,3,24,5
400,0,123,122,13,368,14
25,0,8,8,5,22,6
350,0,104,103,12,342,13
450,0,136,136,12,442,13
50,1,29,26,6,45,6
250,1,123,118,11,243,12
25,0,10,10,8,24,8
350,1,171,168,10,345,12
350,0,99,98,10,303,13
150,1,72,60,10,148,11
250,0,77,74,11,231,12
200,1,95,93,11,199,13
50,0,16,16,7,48,8
450,0,142,142,14,439,17
50,0,21,21,9,47,9
450,1,208,201,12,441,15
300,0,102,102,10,254,12
300,0,101,93,10,292,12
500,1,231,210,12,497,15
150,0,51,47,7,132,8
100,1,61,61,7,96,9
300,0,86,79,11,291,14
100,0,29,29,8,78,9
250,1,132,114,8,242,11
150,1,68,62,8,144,11
450,1,207,197,13,448,15
100,0,37,35,9,93,10
200,1,90,79,11,195,12
500,0,163,161,11,490,14
450,0,141,135,10,440,13
450,0,145,142,12,441,14
500,0,133,132,10,472,13
300,0,112,109,9,297,11
500,1,240,228,12,491,13
450,1,211,195,11,444,13
100,1,48,44,10,93,11
100,0,29,26,9,93,10
50,0,15,14,7,47,10
25,1,12,9,5,22,6
200,1,102,94,10,199,12
450,1,198,188,11,441,14
400,0,142,136,11,380,14
250,1,116,115,12,244,13
100,0,34,30,9,92,11
300,0,91,91,12,292,15
500,0,169,169,14,491,16
150,1,68,66,6,145,8
500,1,230,224,11,494,13
100,1,48,44,8,95,8
100,1,44,40,8,93,9
500,1,226,219,13,494,14
50,1,27,19,7,44,8
450,1,205,183,10,443,12
300,1,155,134,9,292,11
350,1,157,157,11,344,14
400,1,189,182,11,394,13
50,0,16,13,9,46,10
150,1,64,60,8,146,11
450,0,162,160,10,442,13
100,0,36,32,10,97,12
400,1,192,190,14,394,15
100,1,44,41,9,95,10
25,1,9,9,6,21,7
150,1,74,55,8,144,9
350,1,153,148,13,342,14
50,1,22,17,7,46,8
450,1,201,193,16,447,18
450,0,153,152,9,446,13
25,0,9,9,6,13,6
350,1,161,142,9,338,10
50,0,15,14,5,26,8
250,1,111,111,10,245,11
50,0,17,17,8,39,9
300,1,137,114,10,294,11
250,1,112,102,11,245,13
50,0,21,17,6,48,7
450,1,203,187,11,445,14
50,1,22,21,7,47,8
450,1,204,183,10,428,13
250,0,75,75,12,241,16
350,0,118,118,10,343,13
200,1,94,93,12,195,13
300,1,136,125,11,296,12
50,1,27,25,5,47,6
50,0,17,17,5,33,7
150,0,49,48,10,142,12
350,1,157,151,8,333,12
50,0,17,16,8,50,9
450,1,204,159,14,443,16
100,1,48,43,8,99,9
450,0,139,139,11,444,14
300,0,82,80,10,276,12
200,0,51,49,10,192,12
50,1,30,23,6,45,7
50,0,16,11,7,45,9
400,1,186,171,11,391,12
100,1,44,42,9,97,12
400,1,208,206,10,392,12
200,1,99,93,9,198,10
25,1,12,12,4,8,4
50,1,28,19,7,45,8
200,1,94,90,11,191,13
250,0,94,93,9,241,11
25,0,12,10,7,25,7
300,1,137,126,11,291,13
100,0,40,38,8,96,11
100,0,40,36,7,90,8
350,1,165,152,10,346,13
400,0,123,123,12,390,14
500,0,145,145,12,491,13
100,0,40,39,9,94,9
200,0,69,69,9,192,12
50,0,19,19,8,48,9
50,0,14,14,7,44,8
200,0,61,61,10,192,12
300,1,139,126,9,297,11
450,1,216,197,14,441,16
250,0,84,83,11,245,13
200,1,81,74,9,192,10
150,1,68,67,9,147,13
350,0,102,99,12,330,13
500,0,162,162,12,492,15
400,0,140,135,11,390,14
50,0,17,17,9,47,11
100,0,34,34,8,93,11
100,1,47,47,10,96,10
25,1,9,8,7,22,7
500,1,226,218,13,495,16
250,1,113,99,9,246,10
500,0,155,152,12,492,15
500,0,157,156,10,490,14
200,1,80,80,7,185,10
250,1,99,91,11,241,13
500,0,167,167,13,481,15
100,0,29,26,10,92,12
100,0,38,38,8,96,9
250,0,88,86,10,243,12
450,0,141,141,10,442,14
250,0,94,94,7,211,9
400,1,202,151,13,398,14
200,0,63,63,11,191,13
200,1,92,86,10,199,13
300,0,92,92,12,296,14
200,0,61,59,9,193,12
450,0,142,134,11,430,13
400,0,137,137,13,389,15
25,0,12,9,3,12,4
300,0,110,110,10,293,14
400,1,190,140,10,395,11
200,1,97,93,10,196,12
450,1,194,187,12,444,15
150,1,78,54,9,145,10
200,1,97,84,11,197,12
50,1,25,20,7,47,9
150,1,70,68,9,148,10
200,0,67,67,11,195,12
200,0,73,70,13,199,14
300,0,105,105,10,295,12
500,1,230,216,13,496,15
200,1,90,81,8,194,9
400,0,127,127,12,394,15
500,1,220,216,12,491,15
100,1,51,49,7,100,8
300,1,136,130,11,296,13
250,0,66,62,8,247,12
500,1,247,233,12,497,14
400,0,135,135,11,369,14
200,1,103,85,13,193,13
250,1,111,96,9,243,11
50,1,28,26,7,48,8
250,0,69,66,10,241,12
200,1,105,65,10,195,11
200,0,75,73,9,193,11
400,1,204,189,12,392,15
300,1,130,121,13,294,14
300,0,106,98,10,284,11
400,0,119,119,11,390,14
250,0,78,78,11,244,13
400,0,114,114,13,392,15
400,0,123,123,13,389,16
400,0,121,118,12,393,14
350,0,109,99,13,341,14
25,0,8,8,5,17,7
100,0,32,27,7,96,8
250,0,88,88,10,226,12
300,1,122,122,10,290,13
350,0,110,107,11,339,14
150,1,68,68,8,145,10
100,0,32,32,10,94,11
450,0,158,158,10,441,13
350,0,116,116,11,341,13
400,0,124,124,13,390,15
350,1,157,157,14,345,16
100,1,40,37,7,98,9
500,1,230,210,13,495,15
25,1,15,13,4,23,4
400,0,134,134,12,392,15
300,0,100,98,12,300,14
200,1,84,84,7,192,10
200,1,87,86,12,197,13
500,1,222,205,16,494,18
200,1,106,101,7,185,8
450,0,116,116,11,431,14
400,1,196,166,11,395,12
50,1,25,23,5,47,5
25,0,9,7,7,18,8
50,1,17,17,5,41,6
350,1,170,157,12,344,17
250,0,69,69,9,217,12
500,0,160,160,11,491,14
500,0,153,153,11,479,13
300,0,94,94,10,293,11
300,1,130,126,12,295,13
450,0,132,131,13,443,15
450,1,199,198,12,445,13
150,1,60,56,7,143,9
50,1,26,18,6,47,7
250,0,74,72,9,235,11
100,1,47,47,8,97,8
450,0,131,131,10,442,12
500,0,155,155,14,492,15
400,1,199,188,12,382,13
250,1,119,104,9,250,11
400,1,176,171,16,392,16
450,0,143,143,10,424,13
250,0,79,78,11,250,14
250,1,108,97,12,248,14
200,1,98,94,10,195,12
400,0,118,118,12,394,14
100,0,34,32,8,92,10
200,1,89,87,11,197,12
500,0,143,143,11,491,14
350,1,162,151,12,346,13
25,0,9,7,8,22,8
50,0,15,15,7,45,8
400,1,194,184,9,379,12
25,0,11,9,6,20,6
100,0,34,33,8,93,9
25,1,11,11,6,22,6
300,0,104,104,13,296,15
100,0,41,35,7,88,10
150,1,67,62,8,139,9
50,1,25,24,6,46,7
400,0,130,130,10,386,12
50,0,22,22,8,43,9
250,1,106,94,11,244,14
200,0,66,48,10,194,13
250,1,108,106,10,243,13
200,0,74,74,9,192,11
400,0,138,134,11,391,13
25,0,8,8,7,22,7
200,0,73,73,11,194,12
25,0,8,7,6,23,8
200,1,91,84,8,192,10
450,0,139,139,12,440,14
350,1,168,122,13,345,14
100,1,45,42,8,98,9
150,1,75,58,7,137,8
150,1,75,70,10,144,11
500,1,230,204,12,481,15
150,0,54,48,8,143,10
300,1,131,128,9,297,10
25,1,12,12,4,23,5
350,1,167,154,11,342,13
400,0,121,118,14,394,15
400,1,190,184,11,396,13
250,1,128,120,11,248,14
25,0,9,7,5,22,6
450,1,202,194,10,442,12
200,0,62,62,9,195,11
350,0,105,100,12,331,15
500,0,170,169,11,473,13
150,1,73,62,8,142,9
50,1,19,18,5,46,7
400,0,118,118,12,391,14
150,0,43,42,9,142,11
150,0,59,59,11,140,12
400,1,195,153,11,390,13
25,1,15,11,5,23,5
50,0,17,16,7,46,8
500,1,233,219,13,491,14
400,1,175,173,10,392,12
150,1,64,61,9,143,10
450,0,133,133,11,442,13
150,1,78,77,9,146,12
50,0,23,20,6,45,6
500,1,235,222,11,489,13
25,0,11,9,5,19,5
25,0,7,7,6,14,6
300,0,100,100,10,285,12
250,1,128,80,11,242,12
400,0,137,132,10,381,12
50,0,18,16,6,26,7
200,1,78,76,12,192,12
100,0,42,33,10,94,11
50,0,15,15,7,25,7
400,1,197,185,12,392,13
200,1,92,87,9,199,11
200,1,94,74,10,198,11
150,0,53,52,10,145,12
500,1,222,213,12,492,15
250,1,116,105,12,243,13
25,0,13,13,5,23,6
350,1,177,124,14,344,15
250,0,77,74,9,247,11
300,1,133,126,12,292,13
500,1,229,209,13,492,15
400,1,176,176,13,390,15
450,0,152,152,11,414,14
250,1,122,115,12,242,14
25,1,12,11,5,21,5
500,1,235,227,14,490,16
500,0,178,175,12,494,14
450,1,206,189,11,441,13
450,1,222,207,12,440,15
250,1,118,109,10,244,12
250,0,69,69,11,248,14
150,1,62,49,8,143,9
50,1,26,18,10,48,11
350,1,164,155,10,342,12
400,0,115,114,10,382,14
50,0,17,17,7,31,8
25,0,12,12,6,24,7
300,0,83,83,10,263,12
500,1,231,219,13,493,15
25,0,11,11,5,22,6
450,0,143,143,11,440,13
50,0,14,14,8,47,10
250,0,86,86,11,240,13
350,0,109,103,10,341,12
250,0,100,98,9,235,10
50,1,23,20,7,46,7
