n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size
150,1,62,56,5,119,5
50,0,23,21,4,16,4
350,1,149,130,4,287,6
50,1,24,17,3,39,4
450,0,173,147,6,355,7
350,1,145,127,4,266,6
50,0,20,17,5,27,5
400,1,178,173,4,353,6
150,1,79,65,3,79,4
450,1,190,130,4,387,6
150,0,56,49,6,107,7
400,1,177,162,5,314,6
100,0,40,37,5,78,6
250,0,83,77,4,203,7
25,1,13,12,2,11,3
450,1,185,179,5,392,6
200,0,70,50,6,176,7
50,0,20,20,5,41,7
150,1,63,57,4,115,5
100,0,45,36,4,47,5
500,1,223,176,4,227,5
50,0,16,15,5,45,6
250,0,96,80,6,221,7
100,1,43,40,4,77,5
350,0,130,101,5,333,7
400,1,177,158,5,306,6
25,1,14,13,2,3,2
350,0,142,115,5,302,7
150,1,66,59,4,105,6
400,0,143,120,5,283,7
450,1,212,165,4,335,5
350,1,140,130,5,277,6
50,0,20,16,5,50,6
300,0,117,90,5,235,6
25,0,10,8,4,22,5
250,1,95,86,5,202,6
400,0,146,122,4,307,7
250,1,111,107,5,200,6
200,0,75,60,5,154,6
100,0,33,28,5,96,6
350,0,125,99,6,345,8
100,1,48,38,4,68,5
500,1,205,156,6,415,7
300,0,100,91,5,180,6
300,0,120,97,5,188,6
400,1,157,143,5,357,5
400,0,146,122,6,291,7
25,0,13,13,5,21,5
100,0,43,34,4,82,6
350,1,157,126,4,255,5
500,0,182,164,5,370,6
450,1,187,154,4,348,6
350,0,133,128,5,345,7
200,0,84,68,6,157,6
450,0,176,163,6,417,8
500,0,186,141,6,480,7
150,0,59,51,6,140,7
500,1,208,173,5,417,6
150,0,60,54,5,95,6
250,0,89,80,5,209,7
25,0,10,10,3,9,4
400,1,157,136,5,381,6
100,0,38,34,4,49,5
150,1,71,51,5,120,5
250,0,92,80,5,169,5
100,1,49,46,4,61,5
400,0,159,137,5,329,7
450,0,156,137,5,333,7
150,0,61,55,5,120,6
400,0,167,140,6,394,7
300,1,128,109,6,295,6
25,1,13,10,3,11,3
400,0,153,117,6,396,8
500,1,222,168,5,427,6
200,1,75,71,4,156,6
450,1,194,165,5,401,6
250,1,127,116,4,182,5
50,0,27,17,4,34,5
150,1,63,50,4,113,6
350,1,158,152,5,345,7
150,1,61,59,3,132,6
300,1,124,107,5,258,5
150,1,69,55,5,121,6
350,0,124,117,5,272,6
250,1,110,96,4,92,5
100,0,37,34,6,68,6
300,0,108,92,5,216,6
250,1,111,84,5,236,6
150,0,63,53,5,112,6
400,1,177,168,6,377,7
100,1,43,34,4,83,5
350,1,142,116,5,347,6
50,1,23,18,3,34,4
500,1,210,201,5,396,6
400,1,196,156,4,345,6
200,1,97,86,3,85,5
100,1,51,39,4,45,4
250,1,110,103,5,209,6
500,1,215,202,5,427,6
400,0,150,138,5,256,6
50,0,20,18,4,31,5
300,0,114,94,5,270,7
250,0,101,74,5,204,7
200,0,77,66,4,142,6
150,0,50,48,5,106,6
50,0,24,19,3,32,4
500,0,175,147,6,425,7
100,1,49,47,4,79,6
300,1,138,102,5,133,5
150,0,61,55,4,97,5
450,1,193,134,5,335,6
450,0,167,135,6,332,7
300,1,127,101,6,289,7
25,0,13,13,4,23,5
200,1,85,81,5,160,6
400,1,177,147,5,345,6
25,0,11,11,5,19,5
350,0,133,116,5,326,7
200,0,82,66,5,157,6
50,0,21,20,3,41,5
150,1,65,51,5,146,6
450,0,179,168,6,400,8
500,1,224,196,5,393,6
200,1,90,61,4,133,5
350,0,135,118,6,340,7
100,1,38,34,5,74,5
50,0,20,17,5,28,5
250,0,91,81,6,236,6
350,1,139,126,4,280,6
500,1,217,164,5,425,6
500,1,229,218,5,405,6
25,1,9,8,4,18,4
400,1,168,160,5,353,6
450,1,190,174,4,360,6
500,0,181,163,5,385,6
150,0,53,46,5,118,6
450,1,207,177,4,337,5
350,1,147,115,5,296,6
25,0,14,13,4,18,5
400,1,152,141,5,335,6
50,1,20,15,4,33,5
150,0,53,42,5,91,6
25,0,10,8,5,15,5
200,1,97,70,3,147,5
350,0,144,142,6,339,8
250,0,88,82,5,237,7
50,1,22,16,4,43,5
250,1,125,97,4,197,5
450,0,161,141,6,411,7
150,0,60,45,7,144,8
300,0,103,98,6,274,8
250,1,104,99,5,201,6
250,0,108,92,5,189,7
50,1,27,24,4,50,5
300,0,113,95,5,219,6
500,0,181,162,7,469,8
25,0,11,11,3,6,4
25,1,11,8,4,8,4
250,1,136,106,5,215,5
150,0,54,50,5,146,7
150,0,57,49,5,116,6
200,0,83,71,6,167,6
400,0,141,126,6,318,7
150,0,51,46,6,141,6
500,0,172,148,6,489,7
100,1,50,40,4,49,4
100,0,37,35,5,96,6
500,1,228,191,5,453,6
50,0,19,17,4,39,5
500,0,174,163,5,363,7
400,0,147,135,5,299,7
350,0,131,113,6,257,7
450,1,198,181,5,380,6
50,0,23,19,3,31,4
50,0,25,19,3,23,4
300,1,146,118,4,249,5
50,0,17,17,5,46,6
100,0,42,41,5,92,6
500,0,184,150,5,468,7
100,1,36,27,5,82,6
25,1,12,12,4,21,4
450,1,197,156,5,440,7
200,0,79,61,6,181,6
450,0,158,150,6,342,7
200,0,69,68,5,196,7
400,0,153,142,6,318,7
350,0,128,117,7,325,8
400,1,176,165,4,337,6
150,1,63,51,3,126,5
100,0,46,40,4,69,6
350,0,133,109,6,340,7
450,0,164,137,6,359,7
50,0,20,17,4,21,4
25,0,12,10,3,13,4
200,1,97,80,4,98,5
350,0,136,115,5,249,6
450,0,169,140,6,419,7
500,0,190,161,7,488,8
25,1,10,7,3,12,4
150,1,62,59,4,102,5
100,1,45,45,4,80,6
500,1,209,188,4,449,6
450,0,148,130,7,439,8
50,1,25,16,3,26,4
300,1,122,118,5,245,6
25,0,11,8,4,15,4
50,0,26,22,4,32,5
450,0,166,164,6,414,8
300,1,124,92,4,171,5
250,1,124,97,5,225,6
350,1,158,139,5,299,6
400,0,129,119,5,332,6
25,1,10,10,3,14,4
350,0,125,123,5,286,7
25,0,13,9,3,11,4
400,1,184,170,5,343,7
25,1,10,10,4,18,4
200,1,83,77,4,158,6
300,0,105,93,6,210,7
100,1,51,50,5,97,5
150,0,57,41,4,125,6
400,1,168,148,6,351,6
200,0,77,65,5,156,6
450,0,154,147,5,355,6
100,1,42,42,4,36,5
100,1,44,41,5,96,5
100,0,43,40,5,93,6
500,0,176,176,7,494,8
500,1,216,154,4,404,6
400,0,156,130,5,310,6
200,0,74,64,6,198,8
50,0,19,17,5,24,5
300,1,123,113,5,240,6
300,1,136,132,5,238,5
300,1,136,119,3,246,6
50,1,23,23,4,22,4
200,0,67,48,5,152,6
50,0,20,19,4,9,5
50,0,23,15,5,27,5
150,0,51,51,5,131,7
450,0,167,148,6,420,7
50,1,20,19,4,17,4
100,0,53,36,5,96,6
50,1,19,16,3,32,4
500,0,191,191,6,469,8
150,1,75,54,5,129,6
50,0,21,16,5,37,5
500,1,214,160,6,490,7
450,0,176,134,5,336,7
450,0,156,146,7,440,8
25,0,11,8,3,11,5
450,0,176,142,5,429,7
400,0,138,129,4,291,6
50,1,25,20,4,29,4
25,0,15,12,3,11,3
500,0,183,176,5,379,7
350,1,141,135,5,284,6
25,1,13,10,3,17,4
400,1,174,144,4,318,6
350,0,148,138,5,247,6
200,1,94,90,4,181,6
200,0,87,75,6,179,6
50,0,19,17,5,33,5
500,0,165,158,7,470,8
450,0,161,142,5,406,7
150,1,68,57,4,61,5
250,0,97,83,5,206,6
350,1,152,144,5,346,6
25,0,10,7,3,8,4
250,0,94,83,5,236,6
500,1,209,146,5,360,6
400,1,180,143,5,333,6
250,1,109,90,5,206,6
450,1,197,170,5,446,6
400,1,170,138,5,381,6
200,1,86,79,5,162,5
25,0,9,8,4,9,4
450,1,184,134,4,418,6
500,0,177,154,5,361,7
200,0,77,60,5,150,6
200,1,89,74,4,172,5
250,1,118,104,4,223,5
50,0,16,16,4,37,6
25,0,11,10,3,12,4
400,0,140,133,6,385,7
250,1,113,107,6,245,6
150,1,67,66,4,114,5
250,1,101,88,4,110,5
300,1,150,118,4,251,5
50,0,20,18,4,28,5
300,0,114,101,5,232,6
450,1,189,171,5,380,6
200,0,74,64,5,165,6
150,0,68,68,5,115,6
500,1,216,189,4,440,6
150,0,50,48,5,118,6
400,1,188,164,4,365,6
25,0,11,9,2,6,3
350,0,138,126,7,345,8
200,1,84,68,4,82,5
200,1,96,87,4,173,6
250,1,115,74,3,127,5
25,1,13,9,4,14,4
450,1,181,161,5,441,6
200,1,93,68,4,160,5
350,0,123,104,5,297,7
100,0,41,32,5,57,6
200,1,86,72,4,155,6
50,1,20,20,4,46,5
500,1,204,192,5,411,6
150,0,54,52,4,120,6
300,1,144,123,5,243,6
100,0,43,36,5,83,6
25,0,10,9,4,10,4
150,1,67,51,4,130,5
350,1,168,126,4,277,6
300,1,130,126,4,250,6
400,1,170,145,4,330,6
25,1,15,10,2,14,3
250,0,93,74,5,211,6
400,0,154,144,5,381,7
200,1,88,88,4,165,5
300,0,105,98,5,245,7
100,0,38,38,5,67,6
450,0,167,142,5,361,6
500,1,214,182,5,429,6
350,1,146,139,4,255,5
350,0,138,116,5,277,7
500,1,204,193,6,439,7
500,1,224,193,4,413,5
50,0,20,15,4,22,5
100,0,38,36,4,96,5
500,1,227,227,3,430,6
350,0,134,120,5,286,6
450,0,166,164,5,435,7
25,0,9,9,4,22,5
250,0,96,90,4,187,6
50,1,27,15,3,35,5
250,1,111,94,5,170,5
350,1,151,122,4,264,5
250,0,94,90,6,231,7
450,1,195,169,5,362,6
400,1,166,126,5,392,6
150,1,69,66,4,146,6
100,1,46,42,3,34,5
100,0,41,28,5,74,7
25,1,14,9,3,14,4
150,0,57,53,4,103,6
500,0,203,160,6,396,7
250,0,98,92,5,214,6
350,1,165,128,4,310,5
450,1,187,182,4,418,6
300,0,103,94,5,295,7
300,1,151,138,4,163,5
150,0,60,52,5,136,7
300,0,116,89,6,245,7
400,1,182,137,5,344,6
25,1,10,10,3,16,4
100,1,46,44,3,78,4
400,0,138,125,6,366,7
200,1,104,74,4,156,5
400,0,144,130,5,325,6
100,0,36,28,5,73,6
400,1,183,140,4,341,6
300,0,102,92,6,294,9
50,0,18,13,5,39,5
200,1,87,84,5,163,6
250,1,119,104,3,210,5
200,0,71,67,4,176,6
25,0,11,11,3,14,4
500,1,218,172,4,393,6
200,1,94,61,4,89,5
300,0,110,104,6,294,7
25,1,12,12,4,17,4
200,1,80,75,4,147,6
350,0,140,110,6,291,7
300,1,146,128,4,281,6
100,1,44,38,5,86,6
400,0,145,126,5,340,6
250,0,91,86,5,196,7
100,1,45,36,4,97,5
350,0,124,117,5,324,7
400,0,148,112,5,310,7
200,0,68,65,5,174,6
250,0,83,79,5,231,7
450,0,166,147,6,326,7
450,0,172,128,5,415,7
250,0,104,88,4,195,6
400,1,167,149,4,354,6
250,0,92,73,5,167,6
200,0,82,67,6,154,6
200,0,78,63,6,195,7
450,1,216,196,5,425,7
400,0,147,146,7,394,8
400,0,154,125,5,312,6
350,0,128,113,5,280,6
150,1,65,55,4,146,6
350,1,157,148,4,312,6
50,1,22,14,4,11,4
250,0,96,87,5,191,7
100,0,38,28,5,96,6
150,0,53,43,5,123,6
300,0,107,101,5,230,6
400,1,166,144,4,326,5
50,1,23,20,4,22,4
50,1,22,22,4,29,5
200,1,90,70,4,148,5
300,1,139,127,5,259,6
300,1,135,96,5,229,6
25,1,15,10,3,7,3
200,0,70,57,4,170,6
200,1,95,82,5,180,6
50,0,21,15,4,39,5
300,0,98,90,5,226,6
400,1,181,142,6,390,6
400,1,176,155,6,339,6
300,0,108,95,5,224,7
500,1,230,188,4,436,6
50,1,29,29,3,28,4
500,0,194,160,5,459,7
400,1,182,140,5,324,6
100,1,40,30,3,76,5
50,0,22,19,3,9,4
250,0,103,81,5,223,7
50,0,21,21,4,36,6
150,0,54,43,5,119,6
150,0,56,52,5,119,6
300,1,150,119,4,155,5
150,1,71,70,5,145,7
100,1,47,39,4,51,4
350,1,143,124,6,302,6
250,0,86,71,6,246,7
50,0,19,18,4,30,6
450,1,176,158,4,370,6
300,1,131,125,4,245,6
200,0,71,58,4,131,6
50,1,23,18,4,38,5
400,0,147,145,5,332,7
150,1,58,53,5,139,6
200,1,90,76,5,196,5
300,1,139,118,5,255,6
400,0,153,144,6,397,8
400,0,152,149,6,383,8
50,0,22,16,4,38,5
25,1,9,9,4,9,4
200,1,92,73,6,162,6
50,0,20,16,5,41,6
300,0,110,103,6,205,6
350,1,156,137,4,266,6
150,1,63,59,3,70,5
250,0,98,84,4,180,5
200,0,77,68,4,153,6
200,1,84,65,4,164,5
350,0,131,116,4,249,6
250,1,98,78,5,159,5
50,0,19,18,3,14,4
150,1,72,62,4,125,5
450,0,157,140,7,445,8
50,1,20,16,3,19,4
250,1,109,97,5,204,6
200,0,75,63,5,138,6
100,0,40,35,4,58,6
50,0,23,17,4,34,5
250,1,114,84,4,115,5
450,1,181,152,4,388,6
500,0,184,171,6,475,7
450,0,153,142,6,426,7
450,1,196,166,5,445,6
150,0,68,50,4,135,6
250,1,109,84,5,204,6
250,1,118,118,5,246,7
100,1,49,49,5,84,6
25,1,14,11,3,22,4
25,0,9,7,4,9,4
350,1,168,130,4,300,5
400,0,165,134,6,384,7
500,1,214,167,6,477,7
300,1,132,109,5,295,7
450,1,201,177,5,446,6
150,0,55,45,6,87,6
500,1,220,169,6,467,6
300,1,137,110,5,255,6
50,0,21,20,4,46,5
400,1,182,153,4,358,7
450,0,159,140,5,354,6
100,0,38,38,4,74,6
150,0,50,47,4,100,6
200,1,85,62,4,109,5
500,0,187,157,6,478,8
450,0,161,155,7,427,8
350,0,110,92,5,281,7
150,1,71,48,5,125,5
300,1,132,93,4,241,6
450,0,164,147,5,441,7
150,0,57,48,5,83,6
400,0,153,138,6,328,7
100,0,53,35,4,93,6
300,0,108,88,5,188,6
450,0,172,140,6,381,7
25,0,10,10,4,16,4
300,1,129,114,4,265,6
50,1,27,21,4,46,5
250,1,120,120,5,186,6
400,1,178,151,5,343,7
150,1,70,61,5,119,5
200,1,83,75,4,162,5
250,1,115,112,4,222,6
450,1,202,191,4,381,5
500,1,211,175,4,407,6
50,0,21,19,4,31,5
100,1,47,45,3,73,5
200,0,75,64,5,188,6
450,0,170,115,6,400,7
200,0,78,69,5,141,6
150,0,53,49,5,120,6
50,1,25,22,4,27,5
150,0,53,47,5,127,6
150,1,74,46,5,104,5
200,0,74,64,5,149,6
500,0,164,153,5,490,7
150,0,53,50,5,115,5
450,0,174,141,6,445,7
25,1,11,10,4,18,5
300,1,119,104,4,235,5
500,1,239,210,5,480,6
150,1,69,59,4,75,5
50,0,23,22,4,40,4
150,1,55,48,4,99,6
400,0,157,143,5,267,6
100,1,57,41,3,85,5
500,0,168,160,6,479,8
400,0,160,119,7,389,7
25,0,13,13,4,23,4
300,0,113,104,6,267,6
500,1,234,206,5,437,6
400,0,139,118,6,364,8
450,0,152,133,6,422,8
350,1,154,129,5,290,5
500,0,170,170,5,451,7
25,0,10,7,4,9,4
250,1,105,89,4,126,5
100,0,32,32,4,63,4
150,1,67,61,4,135,6
25,1,14,14,2,8,3
25,1,15,11,4,19,4
350,0,128,107,5,269,6
450,0,173,159,6,444,8
50,0,27,24,3,39,5
150,1,68,48,5,146,6
300,1,122,112,4,227,6
350,1,162,122,5,346,6
250,1,103,92,6,230,6
100,1,55,41,5,82,5
100,1,43,42,4,67,5
100,1,47,42,3,91,4
400,1,167,164,5,327,6
200,0,78,66,5,123,6
200,1,93,70,5,196,6
350,1,138,126,4,271,5
250,0,96,93,5,185,6
100,1,44,42,3,42,4
250,0,94,90,6,218,8
25,1,14,11,3,12,4
200,0,82,68,5,149,7
300,1,135,128,5,226,6
25,0,15,10,4,24,5
25,0,15,9,3,18,5
300,1,128,114,5,242,6
400,0,149,129,5,275,6
500,1,221,209,4,409,6
50,1,25,24,4,36,5
100,1,44,40,3,73,5
150,0,67,59,6,135,7
350,1,144,132,4,298,6
200,1,91,60,4,160,5
500,1,215,183,5,500,6
350,0,126,122,5,266,7
350,0,119,112,4,283,6
100,0,37,33,5,93,6
300,0,108,90,5,282,7
400,1,157,133,6,317,6
200,0,70,53,4,141,6
150,1,58,57,5,116,5
100,1,46,36,5,95,6
200,1,90,57,5,153,6
400,0,148,126,5,300,7
450,0,179,149,5,369,7
50,0,17,17,5,50,6
100,0,41,31,5,79,6
100,0,36,30,6,95,7
300,1,142,94,5,290,6
300,1,135,119,4,238,5
50,1,26,20,4,29,4
250,0,100,90,4,207,6
150,0,65,46,5,75,6
400,1,173,145,4,260,5
25,0,12,12,4,16,4
400,1,176,133,4,332,6
400,0,150,126,6,336,7
450,1,182,175,5,446,7
350,1,157,134,5,319,6
400,0,144,124,7,384,8
500,0,164,152,6,485,7
450,0,157,149,7,427,8
250,1,107,104,4,211,6
350,1,163,133,4,275,5
450,0,165,148,5,440,7
300,0,125,105,5,272,7
350,0,140,120,6,322,7
500,0,187,178,5,456,7
150,0,54,46,5,119,6
25,0,9,8,4,16,5
300,0,120,89,5,201,6
150,0,62,52,6,145,7
500,0,176,154,5,427,7
150,1,62,53,5,54,5
200,1,91,59,5,99,5
350,0,138,112,6,287,6
450,0,175,173,5,381,7
25,1,13,12,4,18,5
100,1,50,37,4,63,5
500,1,227,206,5,448,6
25,0,10,7,3,7,4
150,0,54,48,6,118,7
25,0,9,9,4,13,5
350,1,151,127,4,271,5
250,1,110,98,5,232,6
400,0,155,152,6,378,7
50,1,21,19,5,39,5
400,1,183,136,4,170,5
100,0,36,32,5,78,6
500,0,172,142,5,382,7
100,1,43,33,4,68,5
300,1,129,122,3,130,5
350,1,149,139,5,297,6
450,0,174,158,6,418,8
450,1,198,158,5,407,6
300,0,107,96,5,189,6
450,0,160,132,6,439,7
100,0,41,32,5,88,6
300,0,111,89,6,217,6
150,0,53,38,5,74,6
200,1,82,70,4,124,5
25,1,12,11,4,14,4
200,1,87,70,4,177,5
500,0,185,159,6,390,6
300,0,110,101,6,297,7
25,0,12,12,4,25,4
400,0,161,139,6,373,8
50,0,21,17,5,42,6
100,0,44,39,5,79,6
25,1,13,12,3,15,4
250,1,120,94,5,201,6
200,0,61,59,5,120,6
100,0,40,28,4,83,6
300,1,130,99,5,249,6
450,0,153,136,6,360,7
150,1,62,48,5,147,6
25,1,13,11,3,13,3
200,0,75,70,5,191,6
450,0,157,157,5,435,7
500,0,192,150,6,425,6
450,0,169,142,5,344,7
450,1,200,165,5,389,6
200,0,76,69,5,145,6
350,1,167,108,5,281,6
150,1,64,60,4,109,6
450,1,192,173,4,375,5
50,1,23,22,3,15,3
450,1,188,158,5,353,6
250,1,110,79,4,93,5
25,1,12,11,4,22,5
350,1,170,134,5,345,6
25,0,12,9,3,18,4
350,0,140,129,6,273,7
450,1,188,170,5,371,6
300,0,109,94,5,280,7
450,1,181,159,5,384,7
25,1,12,11,4,10,4
150,0,53,44,5,119,6
400,1,169,159,6,395,6
250,1,102,84,4,190,5
50,0,20,18,6,36,6
250,1,109,95,3,200,5
450,1,187,157,5,356,6
500,1,213,189,5,392,6
100,0,42,35,5,84,6
500,0,164,139,6,410,7
450,1,189,172,4,339,6
25,1,14,10,2,11,4
450,1,197,194,4,371,6
400,0,156,139,5,329,7
300,1,137,103,5,254,6
25,0,11,11,3,9,3
100,1,49,46,4,74,5
25,1,11,10,3,9,4
100,1,46,46,5,69,5
300,1,142,132,4,245,6
100,1,43,38,4,40,5
100,0,37,33,6,78,6
150,0,60,48,5,131,6
200,1,90,78,4,161,5
200,0,73,54,5,132,6
200,0,68,62,4,126,6
150,0,52,48,5,99,6
450,0,179,157,5,357,7
500,1,225,195,5,437,7
350,0,130,121,5,295,7
200,1,86,63,5,76,5
250,1,110,92,5,200,5
350,1,153,131,6,318,7
300,0,120,96,5,240,7
500,0,173,147,5,445,7
200,0,73,63,5,175,6
25,1,16,10,3,25,4
150,0,56,48,4,111,6
100,1,46,39,3,79,5
200,1,96,82,4,168,6
200,1,86,78,5,174,6
400,1,179,149,4,318,5
200,0,75,62,7,189,7
400,0,134,126,5,310,7
300,1,133,118,4,253,6
400,0,157,131,6,383,8
400,0,145,132,6,315,7
100,0,45,35,4,71,5
200,0,81,63,5,174,6
200,1,86,67,4,177,5
25,1,11,8,4,10,4
200,1,85,74,5,161,5
100,0,43,32,4,72,5
350,0,130,104,6,288,7
250,0,95,84,5,240,7
150,1,61,46,5,146,6
300,0,113,108,5,221,7
450,1,203,180,5,391,6
450,0,154,151,5,428,7
300,1,139,124,5,244,6
250,0,89,74,5,222,6
500,1,223,150,6,491,6
150,0,64,46,6,145,7
400,1,185,164,5,340,6
100,1,43,33,4,82,5
25,1,11,10,4,13,4
50,1,23,21,3,24,4
450,1,212,185,5,401,6
200,1,85,73,5,151,6
150,0,55,42,6,119,6
100,1,46,35,4,79,5
50,1,21,18,4,17,4
400,0,153,119,5,380,7
50,1,22,20,4,44,4
150,1,57,50,5,90,5
400,1,174,147,5,345,6
500,0,194,179,5,477,8
150,0,65,44,5,146,6
300,0,107,92,6,300,8
400,0,137,119,5,312,7
200,0,80,58,4,86,5
300,0,103,103,6,235,7
500,1,197,161,4,496,6
450,0,172,161,6,400,8
500,1,214,164,4,226,5
200,1,79,64,5,196,6
150,0,57,52,5,127,7
200,0,73,63,5,154,6
200,1,92,75,4,96,5
150,1,66,55,4,121,6
200,1,82,67,4,160,5
25,0,10,8,3,17,4
200,1,95,73,3,104,5
25,0,11,9,5,21,6
150,0,62,61,4,119,6
50,0,20,17,5,46,5
300,1,141,112,5,235,6
250,1,122,84,4,218,5
500,0,178,160,6,493,8
100,1,42,38,3,46,5
450,0,169,169,5,329,7
400,0,154,117,6,317,7
50,1,22,19,5,47,5
25,0,11,10,4,11,4
300,0,115,96,5,189,6
400,1,198,164,5,356,6
100,1,49,44,5,98,5
300,1,126,96,4,220,5
500,0,195,144,5,398,7
200,1,83,64,3,77,5
300,1,134,105,4,232,5
150,0,60,52,5,86,6
200,1,91,73,4,189,5
350,0,124,107,5,275,6
50,0,19,18,4,41,5
450,0,181,166,6,340,7
400,1,184,153,5,386,6
350,1,164,129,4,290,5
25,1,13,10,3,13,4
100,0,39,37,4,37,5
450,0,150,134,5,314,6
100,0,43,34,5,91,6
100,0,39,29,5,96,6
500,0,167,155,5,389,7
50,0,20,17,4,32,5
50,1,28,24,4,26,4
100,1,43,30,5,42,5
400,1,174,150,5,351,6
100,1,43,35,4,92,5
25,0,10,10,3,14,4
150,1,75,60,4,81,5
200,1,77,61,4,148,5
400,1,173,144,3,283,5
250,0,95,84,5,211,6
400,0,137,128,5,307,7
300,0,121,98,5,236,7
400,0,144,132,6,380,7
25,0,10,10,4,22,4
250,0,90,84,5,201,7
450,0,175,126,6,341,7
300,0,116,102,5,247,6
250,0,98,91,5,177,6
450,1,191,153,5,400,6
450,0,165,151,6,427,8
200,0,81,60,4,153,6
500,0,186,167,5,415,7
300,1,145,127,5,254,6
25,0,14,11,5,22,5
350,0,142,111,5,349,7
25,0,12,10,4,13,4
150,0,52,47,5,106,5
50,1,24,24,4,47,4
300,0,114,89,5,278,7
250,0,95,83,5,246,7
300,0,112,103,5,220,6
300,1,121,107,4,234,6
50,0,21,19,5,39,5
250,1,112,84,4,200,5
100,0,35,29,3,44,5
100,0,34,30,3,59,5
25,1,13,11,3,23,4
25,1,15,12,3,24,4
250,1,112,97,5,216,6
200,0,76,75,5,144,7
25,1,12,10,3,9,4
100,0,34,27,5,55,6
150,1,64,48,4,86,5
250,1,107,104,5,246,6
150,0,56,43,5,115,6
100,0,43,33,6,95,7
450,0,160,146,6,444,8
100,0,42,32,5,83,6
200,0,69,61,5,139,6
450,1,182,163,5,373,6
150,0,57,56,5,104,6
400,0,147,145,7,398,8
250,1,113,90,3,212,6
250,1,105,102,4,220,6
200,1,84,78,5,165,6
50,1,26,23,4,27,4
25,0,14,13,4,10,4
50,0,18,14,5,26,6
200,1,87,73,4,94,5
500,0,198,168,5,489,7
400,0,145,142,6,315,7
25,1,13,11,4,22,5
200,1,79,67,5,191,6
300,1,118,98,4,216,5
350,1,138,136,5,286,7
450,0,185,140,5,374,7
300,1,114,101,4,237,6
350,1,152,142,3,199,5
400,0,146,130,7,394,8
50,1,22,15,3,24,4
150,1,62,56,5,121,6
400,1,158,127,4,327,5
500,0,175,159,5,374,7
100,0,45,34,4,54,5
200,0,69,64,5,144,6
400,1,180,131,4,202,5
400,1,185,168,4,341,5
100,1,48,38,4,49,5
300,1,133,127,4,253,6
350,0,129,111,6,345,7
200,1,87,63,3,92,5
50,0,18,14,4,36,5
250,0,96,78,5,208,6
100,1,51,47,4,86,5
250,1,102,86,5,227,6
300,0,112,103,5,247,7
150,0,64,53,5,119,6
350,1,159,146,5,293,6
200,1,84,73,5,157,6
25,0,15,11,3,19,4
300,0,103,96,6,206,7
300,0,116,95,5,231,7
50,0,19,19,3,21,5
50,1,24,24,3,22,4
250,0,104,88,5,212,7
300,1,134,131,5,230,6
400,0,148,137,6,400,7
150,1,58,52,5,146,6
250,0,98,82,4,157,5
500,0,198,155,6,482,7
150,0,61,51,6,115,6
500,0,187,163,4,362,7
300,0,123,92,6,262,7
400,0,146,120,5,350,7
300,0,122,100,7,294,7
250,0,98,79,5,177,6
50,1,24,20,4,38,5
300,1,129,122,5,219,6
100,1,45,35,4,92,5
350,0,130,121,6,304,7
150,0,55,48,4,99,6
450,1,186,165,5,403,6
300,0,111,92,4,187,6
25,1,13,13,3,10,3
400,1,172,133,5,358,6
400,0,150,122,5,307,7
200,0,86,80,4,126,6
400,1,172,145,5,335,6
250,0,81,81,5,236,7
200,1,82,73,6,182,6
400,1,168,144,4,338,5
300,0,113,108,6,211,7
500,0,178,156,7,495,8
450,1,193,165,4,343,5
200,1,85,83,5,164,5
25,0,14,11,2,13,4
400,0,144,133,5,317,6
100,1,53,41,4,52,4
100,0,39,32,5,82,6
100,0,46,36,5,95,6
25,1,11,9,3,12,4
300,0,100,89,7,266,7
100,1,51,31,5,96,6
25,1,12,11,3,15,4
350,0,137,108,5,301,6
500,1,224,147,5,412,6
250,1,104,78,4,118,5
150,1,69,57,5,145,6
500,0,194,156,4,356,6
100,0,35,31,6,66,6
450,0,168,140,6,342,7
50,0,21,21,4,42,5
150,0,59,48,5,110,6
400,1,170,148,4,317,6
500,1,206,195,6,427,7
100,1,51,43,4,87,5
100,0,45,34,4,82,6
300,0,110,96,6,295,7
500,0,186,161,5,414,7
25,1,10,10,4,16,4
50,1,25,20,4,34,4
250,0,95,75,6,246,6
300,0,110,107,6,289,7
25,1,15,13,3,11,3
400,0,152,131,6,319,7
350,0,127,112,5,339,7
450,1,197,159,5,388,6
400,1,179,166,4,231,5
300,0,108,89,7,278,7
150,0,55,44,6,146,6
100,0,45,29,5,99,6
250,0,84,77,4,218,7
400,0,137,127,5,339,6
250,0,100,94,5,203,6
450,0,162,134,4,379,6
50,0,21,21,5,47,6
200,1,103,95,4,170,5
450,0,173,128,7,396,8
500,0,184,170,7,480,8
25,1,14,13,3,13,4
100,0,38,30,5,96,6
350,1,164,113,5,284,6
300,1,129,110,4,132,5
100,0,39,33,5,88,6
25,1,15,12,4,19,4
450,1,206,143,5,366,6
500,0,176,163,5,344,6
50,1,29,27,5,41,6
500,1,226,157,6,486,6
250,1,115,100,4,186,6
300,1,135,106,4,254,5
25,0,16,13,3,14,4
450,1,187,151,5,378,6
150,0,60,43,5,126,6
400,1,156,143,5,347,7
100,0,37,28,4,53,5
25,1,13,9,2,7,3
150,1,75,67,4,63,4
150,1,59,55,4,123,6
200,1,86,85,4,174,6
350,0,134,121,6,341,7
150,1,68,68,5,126,5
500,1,228,193,5,418,6
200,1,92,61,4,111,5
200,1,75,69,5,176,6
