n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size
200,0,73,61,5,163,6
300,0,111,98,6,284,7
450,1,218,146,4,216,5
150,0,54,43,5,139,7
25,0,13,12,3,12,4
200,1,84,80,5,178,6
200,1,95,74,4,192,6
500,1,218,177,5,447,7
400,1,192,143,4,236,5
25,1,11,7,4,9,4
100,1,50,40,4,49,4
50,0,21,19,4,20,4
25,0,11,8,3,10,4
500,1,226,209,5,439,6
250,0,91,77,5,173,6
50,1,28,22,3,32,4
25,1,10,9,3,8,4
300,1,121,112,5,231,6
500,1,229,168,5,446,6
200,0,82,70,5,157,6
450,0,175,156,5,411,7
150,0,58,49,5,146,6
150,1,60,51,4,120,5
150,1,62,51,3,58,5
450,0,176,143,5,348,6
400,0,160,148,5,304,7
300,0,107,91,5,216,7
250,0,100,73,7,245,7
500,0,178,163,6,474,8
100,1,50,40,4,62,4
300,1,147,108,5,237,6
25,1,12,10,3,11,4
25,0,11,10,4,10,4
300,1,134,129,4,219,5
350,1,152,109,4,144,5
400,1,158,146,5,359,6
25,0,10,10,4,7,4
400,0,150,114,5,381,7
150,1,86,65,3,88,4
25,0,13,10,3,10,4
250,0,103,95,5,239,7
200,0,75,66,5,196,6
200,1,82,71,4,169,5
300,0,117,106,6,229,7
150,1,61,43,5,109,6
450,0,172,160,7,432,8
25,0,14,10,4,16,4
500,1,219,187,4,405,6
500,0,185,163,5,363,7
450,0,137,130,5,439,8
25,1,14,12,3,12,4
25,1,11,10,3,12,4
100,0,39,31,5,97,6
250,0,92,79,6,232,7
350,0,109,98,6,315,7
100,1,44,37,4,80,5
50,0,20,20,3,19,4
25,1,12,8,3,17,4
150,0,63,46,4,81,5
400,0,138,125,5,315,6
250,1,110,97,4,204,5
200,0,79,75,5,158,6
500,1,221,160,5,434,6
50,1,21,20,3,16,4
250,0,92,80,6,150,6
350,0,130,114,5,276,6
300,0,115,90,5,160,6
250,0,95,81,6,244,8
50,0,23,23,4,24,5
100,0,33,25,5,66,6
25,0,14,12,4,21,4
25,0,11,11,4,19,5
450,0,175,153,5,351,7
450,0,152,128,5,425,7
500,0,189,159,6,485,7
150,0,59,54,6,149,6
50,0,24,20,4,30,4
150,0,57,49,3,82,5
200,0,67,65,5,167,7
400,0,157,132,5,300,6
350,0,121,109,5,336,7
50,1,31,31,4,46,5
500,0,182,160,5,383,7
450,0,160,144,7,423,7
200,1,94,78,4,164,5
450,1,196,151,5,383,6
100,1,46,37,5,76,5
200,1,104,96,5,192,6
300,1,132,126,4,246,6
350,1,153,135,4,315,6
250,1,117,99,5,230,6
350,0,146,136,5,297,7
350,1,172,149,5,304,6
200,0,72,62,5,153,6
300,1,139,115,4,137,5
250,0,94,89,7,239,8
25,0,9,7,4,6,5
25,1,13,12,3,8,3
200,1,88,82,5,160,6
300,1,141,121,4,161,5
25,1,12,8,4,16,5
400,0,143,134,5,372,7
500,1,222,170,5,411,6
200,0,82,72,5,181,7
150,0,53,49,4,105,6
200,1,83,80,4,125,5
400,0,152,147,6,307,7
100,1,46,34,4,81,5
25,0,10,9,5,22,5
400,0,145,124,6,305,7
250,0,83,68,4,180,6
500,0,173,159,6,468,7
450,0,158,154,6,410,8
25,0,11,11,4,21,4
500,0,176,168,6,388,7
150,0,61,61,5,126,6
450,0,151,138,6,423,7
150,0,65,54,5,130,6
500,1,228,183,6,420,6
350,0,125,113,6,260,7
300,0,102,89,4,209,6
300,1,136,123,5,252,6
450,1,194,149,5,355,6
350,1,152,130,5,292,5
450,0,174,147,5,377,6
350,1,148,136,4,286,6
50,0,20,18,3,17,4
25,1,13,12,3,8,3
400,1,181,164,5,369,6
450,1,194,159,5,364,6
100,1,46,42,3,78,5
100,1,45,39,4,66,5
300,1,133,119,4,119,5
450,0,180,148,5,407,7
200,1,96,84,4,114,5
200,1,87,84,5,180,5
400,1,182,162,5,301,5
500,0,183,172,6,489,8
300,1,137,124,4,231,5
250,0,106,78,5,223,6
500,1,211,199,4,421,6
300,1,135,118,4,261,6
50,1,22,18,3,38,5
200,0,84,57,5,164,6
200,0,81,56,6,195,7
400,0,146,133,6,292,7
350,0,123,104,7,345,8
50,1,27,24,4,28,4
450,0,155,139,6,333,6
500,0,190,169,5,409,6
50,0,20,16,4,31,4
150,0,54,46,5,119,6
350,0,138,124,5,307,6
450,0,175,135,7,424,9
300,1,130,104,4,197,5
500,0,181,164,6,475,7
450,0,166,140,6,347,7
250,0,101,91,5,164,6
400,1,182,143,4,326,5
25,0,11,8,3,6,4
400,1,160,151,5,334,6
150,1,79,69,4,124,5
450,1,186,164,6,364,6
150,1,64,48,3,83,5
400,0,143,139,5,313,7
25,1,13,9,4,15,4
300,0,101,87,5,271,7
450,1,188,161,5,374,6
400,1,173,146,4,328,6
150,0,58,42,5,116,6
100,0,41,31,5,64,6
50,0,19,15,5,40,6
200,1,91,81,4,109,5
200,0,83,77,5,172,7
400,0,152,136,5,303,6
500,0,197,186,6,376,7
500,0,166,135,6,366,7
200,1,82,63,4,141,5
25,1,17,17,3,14,3
100,1,44,42,4,59,5
450,0,165,125,5,392,7
50,1,24,18,4,20,5
200,0,76,75,6,135,6
300,1,125,120,4,253,6
200,0,88,66,5,186,6
300,1,115,104,4,252,6
400,0,139,136,5,338,7
150,0,60,55,4,105,6
100,0,35,32,4,85,6
500,1,225,211,4,397,5
500,0,175,152,6,403,7
350,1,148,124,5,288,6
350,1,144,139,5,299,6
200,1,88,72,4,166,5
400,0,141,124,4,299,6
100,0,40,36,4,69,5
500,0,186,134,6,421,7
50,0,20,15,4,19,5
200,0,69,62,4,150,6
25,0,10,10,3,7,4
350,1,147,116,4,254,6
250,1,106,101,4,191,5
500,0,190,167,6,495,7
200,1,92,80,5,173,6
150,1,60,52,4,128,6
25,1,15,14,3,7,3
150,0,63,46,5,119,6
300,1,128,94,5,245,6
250,1,109,87,4,206,5
450,0,152,127,6,429,7
100,1,41,38,4,36,5
450,0,157,137,6,343,7
100,1,43,31,4,67,5
150,0,57,55,5,103,6
100,0,44,42,4,70,6
500,1,217,187,5,436,6
100,1,45,37,4,37,5
25,1,12,11,3,17,4
250,1,123,89,4,203,5
300,1,124,109,5,281,7
150,0,55,51,5,134,6
100,1,47,38,4,51,4
250,1,116,80,4,116,5
400,1,191,187,4,346,6
150,0,51,46,5,108,6
100,0,45,43,5,84,7
450,1,216,154,4,396,6
25,1,14,10,2,10,3
500,0,188,138,5,477,7
250,1,125,104,4,235,5
450,0,167,138,6,358,7
450,0,161,138,6,337,7
250,0,92,80,5,149,6
100,1,46,35,4,83,5
350,1,144,144,4,281,6
300,1,129,121,4,266,6
300,1,130,92,7,295,7
50,1,25,17,3,23,4
50,0,25,18,4,38,5
50,0,22,21,3,15,4
50,1,28,21,4,42,5
25,1,11,11,3,11,4
350,0,132,96,6,330,7
400,0,142,121,6,323,7
450,0,160,143,6,401,7
200,1,84,78,5,151,6
100,1,41,33,4,77,5
25,0,11,11,3,17,4
300,1,119,113,5,248,6
100,1,53,45,3,78,5
450,1,194,151,5,381,6
450,1,178,153,4,351,6
350,1,170,132,6,345,7
400,1,176,166,4,327,6
25,0,12,11,5,15,6
100,0,41,31,6,93,7
500,1,217,196,5,467,6
200,1,86,65,4,75,5
400,1,158,143,5,334,6
500,0,196,178,5,477,7
100,1,50,43,4,89,5
25,1,15,12,3,12,3
100,1,46,46,4,35,4
25,0,11,10,3,18,4
200,0,70,60,5,181,6
200,0,79,71,5,157,6
500,1,213,179,5,419,6
500,1,214,194,4,418,6
350,1,156,147,4,296,6
200,1,82,68,4,100,5
400,0,135,127,6,386,7
200,0,72,67,6,196,7
300,1,132,106,4,124,5
50,0,23,19,4,42,5
250,0,92,72,5,172,6
100,0,39,31,5,86,6
500,0,181,165,5,404,7
350,0,118,90,6,274,7
400,1,164,134,5,325,6
100,1,41,32,4,86,5
300,0,105,94,6,279,7
300,0,120,117,5,240,7
400,0,162,134,6,308,7
150,1,68,44,4,83,5
400,0,148,139,6,369,7
100,1,48,32,4,42,5
200,1,86,82,4,160,6
200,0,75,64,5,155,6
25,1,12,10,3,12,4
150,1,75,45,4,113,5
25,1,15,12,4,23,4
250,1,114,101,4,227,6
250,1,116,98,5,210,6
50,1,25,23,4,37,5
25,1,12,11,3,12,4
25,0,13,10,4,24,5
250,0,101,94,5,175,6
250,0,88,74,5,195,6
200,1,90,66,4,177,6
25,1,12,11,3,10,3
200,1,85,62,5,150,5
400,1,185,151,4,309,5
200,1,99,71,4,115,5
250,1,114,109,5,212,6
400,1,174,153,4,328,5
300,1,131,123,5,246,6
100,1,48,31,4,81,5
100,0,43,28,4,66,5
200,0,68,65,5,143,6
150,1,74,49,4,112,5
250,1,117,112,4,198,6
450,0,168,163,6,424,8
350,1,153,121,4,174,5
150,1,62,57,4,128,5
500,1,238,213,5,432,6
250,0,102,84,5,216,7
100,1,46,34,4,35,4
350,0,130,113,6,251,7
450,0,161,148,5,378,7
350,1,148,117,5,288,6
350,1,158,157,5,300,6
500,0,185,159,5,480,7
200,0,84,82,4,125,6
200,0,70,61,5,148,6
200,0,68,65,5,152,7
25,0,12,7,3,14,4
50,1,21,19,3,25,4
350,1,160,151,5,324,6
500,1,203,178,5,434,6
50,1,27,24,3,25,4
200,0,76,70,5,166,7
200,1,86,69,5,191,6
300,0,121,114,6,290,7
350,0,135,118,5,283,6
25,0,11,10,3,14,4
350,0,135,116,6,329,7
400,0,139,122,5,245,6
25,1,13,11,2,9,3
500,1,214,169,5,448,6
25,0,11,7,2,10,4
50,1,23,22,4,21,4
25,0,13,13,4,13,4
400,1,177,164,4,337,6
100,0,38,37,4,30,5
450,1,203,168,5,380,6
200,0,84,77,5,128,6
500,1,222,199,6,498,7
300,0,126,98,5,249,7
300,0,105,88,6,232,7
400,0,148,127,6,384,8
100,1,54,40,5,78,5
250,0,101,82,5,190,6
250,1,109,96,4,214,5
150,1,69,47,4,123,5
500,0,178,152,6,413,7
150,1,70,63,3,82,4
25,1,16,10,3,13,4
400,0,143,119,5,295,6
25,0,12,10,4,23,5
500,0,180,165,5,390,7
100,0,35,32,5,80,6
100,0,38,32,5,88,6
500,0,178,171,5,372,7
300,0,127,117,5,292,6
25,0,11,11,4,20,4
25,1,10,8,3,12,4
100,0,38,37,4,69,5
450,1,191,147,5,381,6
500,0,173,172,5,469,7
50,0,25,24,4,49,5
450,0,176,146,7,444,7
150,0,56,48,6,141,6
200,0,76,61,5,148,6
100,1,51,42,3,44,4
500,1,233,227,5,369,6
25,0,10,9,4,11,4
300,0,112,102,5,245,6
300,0,128,105,5,295,7
350,0,133,102,4,298,7
450,0,166,139,5,374,7
200,1,87,65,4,101,5
350,1,158,125,5,221,5
100,1,43,39,4,60,5
250,0,90,82,5,202,7
450,1,182,165,5,382,6
400,0,154,127,5,279,6
50,0,18,15,5,24,5
50,1,26,19,4,26,4
50,1,25,18,3,23,4
450,1,199,185,5,367,6
350,1,164,152,4,324,6
200,0,69,63,6,182,7
450,0,165,151,5,420,7
250,1,119,102,5,161,6
250,1,113,102,5,203,6
400,1,190,165,4,320,6
450,1,185,144,5,359,6
100,1,53,43,5,96,5
450,1,180,157,5,383,6
450,1,187,180,4,379,6
350,0,132,106,4,297,6
200,1,95,66,4,96,5
25,0,11,11,4,5,4
350,1,151,119,5,305,6
200,0,70,63,5,195,7
500,1,230,190,4,426,6
50,0,23,23,5,43,6
500,1,228,205,5,406,6
300,0,118,95,5,265,6
200,0,72,68,7,194,7
100,0,32,27,6,95,7
400,1,171,124,4,155,5
500,0,173,139,6,489,7
350,1,166,139,5,311,7
200,0,84,69,6,149,7
400,0,141,112,5,342,7
350,0,136,110,4,263,6
150,1,67,56,5,136,6
150,1,72,69,3,104,5
450,0,164,134,6,374,7
25,1,13,10,4,22,5
150,0,63,57,4,118,6
500,0,172,167,5,393,7
25,1,18,10,2,4,3
350,0,142,116,5,213,6
200,1,82,77,5,173,6
50,0,22,18,4,49,5
350,0,119,112,5,298,7
50,1,23,22,4,41,5
200,0,81,62,6,154,7
300,1,131,111,5,214,6
500,1,239,191,5,442,6
200,1,82,82,6,164,7
450,1,202,173,5,375,6
400,0,145,127,5,298,7
500,0,189,177,6,497,8
400,0,134,115,7,399,8
350,1,154,135,4,291,6
250,1,123,109,4,223,6
25,0,10,9,4,6,4
400,1,172,156,5,348,5
50,1,30,24,4,43,5
400,1,173,153,5,327,5
400,0,147,111,5,367,7
400,0,160,137,5,302,6
300,1,126,90,4,227,6
250,1,110,93,3,202,5
25,0,13,10,3,18,4
350,1,161,111,5,345,6
450,1,202,184,5,384,6
350,0,125,111,5,276,6
450,1,193,161,6,361,7
450,1,200,149,5,431,6
100,1,45,40,3,88,5
200,0,72,61,6,195,7
400,1,165,143,4,289,5
100,0,38,30,5,60,6
450,0,170,141,6,444,8
100,0,42,36,5,61,5
100,1,43,40,3,74,5
400,1,184,176,5,296,5
200,1,84,72,5,168,6
500,1,210,179,6,495,7
100,1,36,34,4,85,5
350,1,158,111,6,254,6
150,1,71,59,5,100,5
200,1,85,70,4,80,5
150,1,73,49,5,80,5
400,1,164,153,4,323,6
400,1,175,126,5,343,6
25,1,15,15,3,12,3
300,1,134,109,4,242,6
400,0,150,125,5,325,6
450,1,196,161,4,385,6
450,0,166,153,7,419,8
100,0,37,33,4,54,5
500,0,174,152,5,437,7
200,0,76,69,4,154,6
300,1,121,96,5,261,5
250,1,115,102,4,216,6
350,1,155,125,4,332,6
250,0,94,91,5,202,6
350,0,132,124,7,338,8
50,1,23,19,3,21,4
50,0,19,17,3,32,5
500,1,223,203,5,444,6
500,1,203,184,5,446,6
500,0,169,148,6,440,7
350,1,149,122,5,311,5
150,1,69,65,4,131,5
150,1,68,56,4,121,5
400,0,128,120,6,291,7
150,0,57,56,6,146,7
400,1,196,162,5,358,5
450,1,188,179,4,329,5
150,1,61,57,5,107,6
500,1,219,194,4,412,6
50,0,21,17,3,18,4
150,0,60,47,5,117,6
500,1,222,175,4,420,5
100,0,46,44,5,64,6
450,1,197,150,5,413,6
100,0,38,31,5,80,6
150,0,49,46,4,109,6
100,1,48,39,3,75,5
450,0,148,134,5,366,7
25,0,13,13,4,18,4
100,0,38,36,4,66,6
250,1,111,90,5,205,5
200,1,86,72,5,144,5
400,0,149,140,6,365,8
150,0,66,52,5,111,6
450,1,189,146,4,346,5
450,1,209,200,4,410,6
400,1,183,174,6,386,7
300,0,113,104,5,272,7
400,0,134,127,6,375,7
500,0,171,157,6,484,8
200,1,93,79,4,148,6
300,1,138,101,4,281,6
500,0,188,163,6,473,7
250,0,93,82,6,186,6
150,0,51,43,5,99,6
50,0,19,19,4,26,5
150,0,56,51,5,87,5
250,0,84,77,5,240,7
25,1,17,11,2,14,3
450,0,162,144,5,359,6
250,0,92,89,6,170,6
50,0,22,21,4,40,5
400,1,181,166,4,329,6
250,0,111,73,5,173,6
200,1,99,84,5,196,6
150,1,71,59,4,69,4
350,1,162,161,4,319,6
100,0,34,29,5,52,5
350,0,140,118,6,317,6
250,1,101,86,4,155,5
450,1,201,179,5,383,6
300,1,129,117,4,243,6
500,1,206,194,4,339,5
25,0,12,9,2,9,3
350,1,152,122,4,276,5
50,0,19,16,3,30,4
150,0,51,48,4,99,6
200,0,87,79,5,147,7
350,0,124,119,4,263,6
50,1,29,23,2,21,4
100,0,37,34,4,76,6
100,1,45,41,4,64,5
300,1,141,112,4,270,5
50,1,30,28,3,24,4
150,1,66,47,4,72,5
250,0,87,84,7,245,8
25,1,13,10,3,12,3
50,0,27,19,5,32,5
250,0,96,75,5,181,7
50,1,25,16,3,26,5
100,0,37,36,4,73,5
350,0,127,114,6,247,6
300,1,128,117,3,249,5
400,0,144,121,6,298,7
150,0,57,45,6,124,7
350,1,155,133,3,292,5
350,0,139,123,5,336,7
150,1,58,56,4,130,6
100,0,43,38,4,92,5
400,0,159,128,5,325,7
100,0,40,35,6,89,6
500,1,244,192,5,493,6
350,0,128,109,5,280,6
200,0,69,57,5,196,6
500,0,185,164,5,385,6
300,1,140,112,3,154,4
200,1,91,84,4,176,6
25,0,12,12,4,24,4
500,1,212,176,4,421,5
150,0,68,47,5,114,6
350,1,150,149,5,340,7
450,1,184,136,5,388,6
500,1,215,165,4,424,6
150,1,74,69,4,63,5
400,0,161,138,6,385,7
150,0,63,61,4,106,6
150,0,63,52,5,126,6
200,1,76,62,4,158,5
450,0,163,120,5,439,7
25,0,12,8,4,14,4
50,1,22,16,3,18,4
100,0,36,28,5,71,6
500,1,213,171,5,458,6
450,0,156,138,6,369,7
25,0,14,9,3,23,4
400,1,173,162,4,319,6
150,1,67,52,4,136,6
25,1,14,10,4,17,4
500,1,229,192,5,382,6
500,0,164,147,6,381,7
25,1,17,16,4,22,4
250,1,118,88,5,246,6
150,0,63,61,4,105,5
250,0,98,78,5,192,6
500,0,193,144,5,355,7
150,0,56,50,4,95,6
100,0,37,31,4,76,5
150,1,68,64,4,117,5
350,0,135,112,5,251,6
500,0,188,169,6,500,8
350,0,128,116,5,288,7
350,1,152,125,4,242,5
500,1,213,189,6,445,7
200,0,75,73,5,139,6
50,1,26,22,2,26,4
250,1,107,92,5,241,6
150,0,54,44,4,108,6
500,1,241,197,5,402,6
25,1,13,13,4,22,5
500,1,215,197,5,433,6
350,1,147,135,5,343,6
100,1,49,43,3,52,4
50,1,26,20,4,37,5
250,1,108,91,5,206,6
250,1,106,84,4,226,6
150,1,64,48,5,147,6
350,1,162,149,5,280,6
200,0,79,77,4,114,5
200,1,72,64,5,155,6
25,0,11,9,4,21,5
25,0,12,7,5,18,5
250,0,92,73,5,210,6
350,0,142,119,4,238,6
350,1,149,109,5,284,6
300,1,129,121,5,246,6
500,0,178,153,6,469,7
500,1,233,214,4,445,6
350,0,128,100,5,285,6
500,1,237,207,4,411,5
300,1,137,114,4,291,5
450,1,176,163,5,349,6
100,0,41,34,4,78,5
300,0,111,103,6,237,7
500,0,174,138,6,495,7
400,1,165,149,5,316,6
300,0,101,93,5,225,7
25,1,17,11,3,23,4
450,1,179,176,4,410,6
500,0,199,150,5,419,7
50,1,20,18,3,17,4
25,0,10,8,3,16,4
450,0,165,145,4,351,6
150,0,55,54,5,115,6
400,0,158,108,5,337,7
500,1,231,209,5,403,5
300,0,126,91,5,232,7
450,0,170,149,7,434,8
400,1,169,145,6,386,7
150,0,56,43,5,98,6
450,1,188,176,5,383,6
250,0,82,78,5,176,6
400,0,135,119,6,306,7
100,0,42,41,3,70,6
150,0,59,46,5,116,6
200,0,76,70,5,140,5
400,0,142,108,6,260,6
150,1,62,59,5,123,5
250,0,82,76,4,174,6
300,0,110,108,6,235,7
300,1,133,95,4,206,5
300,0,105,96,5,221,7
500,0,191,155,6,385,7
350,0,137,122,5,264,6
150,1,61,57,5,114,6
50,1,27,18,3,21,4
250,1,107,95,4,204,5
200,1,82,77,4,161,5
100,0,43,29,5,77,6
300,1,122,112,5,250,6
200,0,74,61,6,195,7
300,0,109,97,6,281,8
400,0,158,128,5,270,6
50,0,21,16,5,36,5
25,1,12,10,5,22,5
350,0,122,110,5,271,6
25,0,13,11,4,22,4
450,0,148,131,5,316,7
400,0,148,115,6,317,7
200,0,74,73,6,167,7
300,1,119,110,4,218,6
250,0,92,85,4,204,6
400,0,149,134,6,301,7
400,0,139,134,5,319,7
500,1,226,206,5,432,7
450,0,167,133,7,444,8
50,1,25,16,3,21,4
200,1,85,71,5,159,6
350,0,116,111,4,276,7
300,1,132,107,5,263,6
50,0,22,20,5,31,6
150,0,54,49,5,145,7
500,0,175,151,6,388,7
100,0,49,41,4,64,5
100,0,42,42,6,70,7
150,0,54,45,5,85,5
150,0,50,50,5,89,6
25,0,13,9,3,9,3
25,0,12,12,4,20,4
300,1,139,105,4,253,5
50,0,21,18,3,33,5
450,0,160,127,7,444,8
350,0,130,113,5,312,7
300,1,119,114,4,247,5
250,0,102,79,6,246,7
400,1,164,152,6,361,7
25,1,13,11,3,14,4
150,0,57,50,6,103,6
500,0,199,171,5,449,7
300,1,132,129,5,249,6
25,0,11,10,3,17,4
350,1,149,119,5,345,7
350,0,120,113,5,305,7
450,1,193,184,5,366,6
25,0,10,9,4,14,5
300,1,125,109,4,248,5
400,0,139,125,5,275,6
200,0,69,53,5,134,6
400,1,182,140,3,285,5
150,0,56,52,5,136,7
250,0,89,68,4,207,6
450,0,177,149,4,362,7
25,0,10,8,4,22,6
150,1,64,53,6,123,6
500,1,218,194,4,438,6
25,0,17,12,3,18,4
400,1,179,163,4,340,5
300,1,115,93,4,238,5
500,1,218,167,5,436,6
100,1,42,40,3,47,4
50,1,22,21,3,39,5
350,1,144,106,4,256,5
450,1,191,175,5,384,6
400,0,141,123,6,341,7
500,1,223,202,4,360,6
100,1,39,29,4,70,5
300,1,128,95,4,127,5
300,1,132,90,3,138,5
400,0,129,126,6,375,7
200,0,76,62,5,167,6
150,0,59,53,5,136,6
350,0,122,105,5,247,6
50,1,23,23,4,43,5
150,1,63,60,3,54,5
100,1,44,35,4,51,5
450,0,174,141,5,385,7
500,1,215,209,4,446,6
250,1,101,90,4,234,6
350,1,157,131,4,226,5
150,0,63,47,4,96,5
450,0,170,149,6,333,7
25,0,10,9,4,9,4
200,1,85,68,5,162,6
200,1,97,85,4,92,5
300,1,133,113,5,290,7
100,0,39,37,5,91,6
250,1,114,92,4,106,5
400,0,153,143,5,334,7
350,0,133,131,6,326,7
50,0,18,16,4,24,6
150,1,60,53,4,114,5
250,1,107,98,5,224,6
250,1,109,83,3,128,5
100,1,49,37,4,73,5
400,1,172,162,5,311,6
50,0,18,13,4,34,6
150,0,59,44,6,148,7
450,1,198,163,5,399,6
150,1,71,60,4,64,5
200,1,98,87,5,168,5
300,0,110,100,7,226,7
250,0,96,89,4,217,7
50,1,25,25,3,41,5
100,1,40,37,4,65,5
150,1,75,54,4,139,5
250,0,92,81,5,173,6
150,0,58,55,4,102,6
250,0,86,69,7,246,7
250,0,105,79,7,246,7
200,0,80,68,4,149,6
200,1,82,80,5,174,6
50,0,21,18,3,29,4
150,1,58,42,4,113,6
250,1,111,77,4,105,5
250,1,117,100,4,216,6
200,1,85,60,5,168,6
400,0,153,121,4,242,6
50,0,22,22,3,13,4
500,0,176,158,5,481,7
400,0,146,131,7,396,8
50,0,18,16,5,42,6
200,1,81,70,5,175,6
250,1,116,84,4,130,5
350,1,150,120,4,281,5
500,0,190,149,7,467,8
25,0,10,8,3,18,4
300,1,144,102,4,273,5
200,0,67,58,4,125,6
100,1,43,38,3,41,4
100,0,38,35,4,82,6
25,1,14,10,4,15,4
50,0,24,16,4,44,5
25,1,15,14,4,22,4
250,0,96,75,7,245,7
150,1,62,58,4,119,5
500,1,214,193,4,404,6
25,1,14,10,3,20,4
500,1,202,194,5,412,6
50,0,24,22,3,20,4
350,0,127,119,6,313,7
100,1,43,34,4,49,5
25,0,11,10,4,18,4
250,1,110,107,4,195,6
150,0,55,52,6,146,6
100,1,44,32,4,82,5
350,0,135,123,6,280,7
100,1,48,45,4,53,4
100,1,48,35,4,83,5
350,1,150,145,4,297,6
200,1,78,75,5,161,6
25,0,11,11,4,16,4
400,0,147,122,5,317,7
250,0,103,93,5,197,7
250,0,91,85,5,190,6
400,1,162,136,5,338,6
25,1,15,15,3,25,4
25,1,14,12,3,12,3
400,0,158,136,5,286,6
250,1,120,108,4,216,5
25,1,12,12,3,21,3
500,0,183,164,6,472,7
400,0,158,134,5,315,7
350,0,143,105,6,344,8
25,0,10,9,3,18,4
500,1,214,211,5,371,6
100,0,35,31,4,29,5
25,1,13,9,2,10,3
400,0,139,116,6,380,7
250,1,114,108,4,211,6
350,1,155,118,4,294,5
200,0,82,64,4,124,5
150,1,68,68,5,128,6
100,1,43,38,4,47,5
450,0,165,146,5,410,7
350,0,133,127,6,344,7
350,1,156,149,5,299,6
150,0,60,50,6,146,7
50,0,19,14,4,29,5
450,0,158,126,5,370,7
350,0,119,110,6,320,7
100,0,36,35,5,71,6
350,0,134,134,5,333,8
250,0,95,88,4,241,7
500,0,182,169,5,397,7
250,0,87,81,5,200,6
25,0,13,11,4,22,5
500,1,202,164,5,480,7
450,0,152,147,6,445,8
200,1,98,74,4,161,5
300,0,130,93,4,225,6
400,1,180,154,4,320,5
150,1,69,62,4,131,5
50,0,16,15,4,30,6
350,0,128,106,6,330,8
25,0,12,10,3,17,4
200,1,84,72,4,190,6
250,0,108,95,5,225,7
50,0,26,19,4,30,5
250,0,92,73,6,245,7
350,1,166,161,5,312,6
200,0,77,68,6,159,6
500,0,187,130,6,468,7
50,0,20,18,4,20,5
25,1,15,13,3,13,4
200,0,77,66,5,178,7
300,0,111,98,5,225,6
50,0,23,20,4,46,5
250,1,120,119,5,230,6
50,0,18,18,4,15,4
400,0,163,137,5,303,6
400,1,173,161,5,352,6
50,0,24,21,3,24,4
300,1,124,111,5,232,6
500,0,184,147,6,385,7
150,1,61,57,4,123,5
500,0,176,137,6,481,7
25,0,13,11,3,12,4
450,0,156,141,6,349,7
150,1,71,62,4,61,5
150,1,70,61,4,116,5
200,0,73,68,6,164,7
450,1,209,205,4,385,6
250,1,115,98,4,214,6
50,1,28,23,3,26,4
250,0,104,93,4,220,6
500,0,194,143,5,368,7
500,0,176,163,5,406,7
500,1,229,184,4,406,6
350,0,132,108,5,270,7
250,0,91,87,6,179,7
250,1,114,82,5,109,5
50,0,25,21,4,22,4
100,1,42,36,4,71,5
25,0,12,8,5,18,5
200,1,87,80,5,176,6
25,0,11,11,4,18,4
400,0,144,129,6,395,7
300,0,110,94,6,250,6
500,1,211,196,5,456,6
50,0,21,19,4,43,5
100,1,47,36,3,48,5
300,1,130,117,5,244,6
100,1,49,41,4,43,5
25,1,15,12,3,15,4
500,1,207,173,5,430,6
100,0,43,41,4,51,6
50,0,18,16,5,43,6
350,0,131,111,5,284,6
250,1,116,95,3,212,5
25,1,12,12,4,7,4
200,1,88,71,4,102,5
50,1,24,22,4,32,4
150,1,67,60,4,61,5
200,0,72,70,5,144,6
500,1,219,202,5,440,6
100,1,46,35,4,97,5
25,0,11,9,4,22,5
50,1,25,15,3,23,4
150,0,52,48,4,99,6
300,1,134,98,4,244,5
100,0,35,32,6,77,6
400,1,178,166,4,361,6
500,0,181,153,6,363,7
250,1,113,112,5,207,6
500,1,200,177,5,393,6
25,1,16,13,3,16,4
100,1,51,34,3,72,5
25,0,12,11,4,22,4
25,1,15,10,3,13,3
500,1,233,197,6,472,7
150,1,63,54,4,141,5
250,0,91,81,5,236,7
300,1,130,112,5,256,6
150,0,53,50,5,122,6
300,1,130,114,5,271,6
50,1,24,17,4,46,5
400,0,140,125,6,373,7
300,0,108,98,5,284,7
500,1,226,166,5,486,6
500,1,212,203,4,442,6
500,0,177,160,6,386,7
200,1,92,80,4,153,5
100,1,49,37,4,47,5
250,1,99,84,4,207,5
400,0,151,130,5,311,7
25,0,12,10,5,10,5
200,1,98,75,4,160,5
250,1,110,91,4,245,6
350,0,116,108,6,274,7
450,0,169,155,5,366,6
300,1,132,110,5,276,6
25,0,11,7,4,15,5
300,0,104,98,5,222,7
250,1,122,93,5,206,6
450,0,187,129,5,319,6
200,0,76,59,5,191,6
250,0,85,79,5,195,6
50,0,20,19,4,31,5
250,1,108,86,5,196,6
100,0,36,36,5,67,6
400,1,166,144,5,315,6
50,0,22,21,4,31,5
50,1,25,21,3,17,3
150,0,50,46,5,114,7
50,1,27,20,3,28,4
150,1,58,54,4,112,5
25,0,13,8,4,22,5
150,1,69,58,5,118,5
500,1,223,206,5,486,7
300,1,147,147,4,285,6
250,0,92,80,5,174,6
350,1,150,136,4,245,6
150,1,69,55,4,118,5
25,0,10,10,3,15,4
200,1,89,73,4,118,5
25,0,10,10,4,19,4
400,0,153,135,6,340,7
25,0,10,10,4,11,4
350,1,156,108,4,147,5
500,0,192,177,6,368,7
